Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 181, 63.29, 0.01, 19.60, 0.01, 5.54, 0.02, 3.35, 0.01, 90.02, 0.22, 1.65, 0.25, 0.80, 58.23, 0.071, 0.06, 0
0, 2, 400, 32.29, 0.16, 15.69, 0.02, 5.80, 0.22, 0.36, 0.02, 3.27, 0.35, 16.22, 0.88, 1.00, 6.52, 0.000, 0.66, 6
0, 3, 203, 39.65, 0.05, 36.07, 0.16, 6.52, 0.22, 2.97, 0.03, 81.16, 3.40, 2.19, 0.37, 0.89, 60.86, 0.053, 0.38, 3
0, 4, 171, 63.02, 0.00, 35.33, 0.01, 5.95, 0.02, 2.78, 0.01, 88.71, 0.15, 2.14, 0.36, 0.88, 51.98, 0.070, 0.06, 0
0, 5, 188, 92.27, 0.01, 39.45, 0.01, 5.43, 0.01, 3.09, 0.01, 93.32, 0.18, 1.75, 0.27, 0.82, 52.76, 0.057, 0.06, 0
0, 6, 400, 33.13, 0.14, 37.60, 0.01, 4.69, 0.22, 0.42, 0.02, 4.55, 0.37, 11.22, 0.84, 1.00, 6.16, 0.001, 0.67, 6
0, 7, 400, 82.98, 0.14, 38.71, 0.02, 4.41, 0.19, 0.48, 0.03, 5.76, 0.67, 9.14, 0.80, 0.99, 6.67, 0.000, 0.76, 6
0, 8, 400, 67.22, 0.13, 63.11, 0.02, 4.85, 0.19, 0.42, 0.02, 4.38, 0.38, 11.67, 0.84, 1.00, 6.35, 0.000, 0.69, 6
0, 9, 400, 21.31, 0.14, 75.36, 0.01, 4.77, 0.20, 0.42, 0.02, 4.45, 0.37, 11.48, 0.84, 1.00, 6.22, 0.000, 0.68, 6
1, 1, 207, 88.52, 0.01, 24.29, 0.02, 6.98, 0.03, 3.10, 0.01, 89.73, 0.14, 2.25, 0.38, 0.90, 67.99, 0.056, 0.08, 0
1, 2, 400, 45.97, 0.15, 17.30, 0.02, 4.93, 0.19, 0.42, 0.03, 4.47, 0.46, 11.67, 0.84, 1.00, 6.55, 0.000, 0.71, 6
1, 3, 400, 28.92, 0.16, 37.09, 0.02, 5.03, 0.21, 0.42, 0.02, 4.17, 0.48, 12.01, 0.85, 1.00, 6.61, 0.000, 0.72, 6
1, 4, 400, 92.39, 0.15, 52.10, 0.01, 5.61, 0.23, 0.35, 0.02, 3.27, 0.27, 15.81, 0.88, 1.00, 6.25, 0.000, 0.65, 6
1, 5, 400, 61.62, 0.12, 68.04, 0.02, 4.36, 0.17, 0.47, 0.02, 5.35, 0.54, 9.35, 0.81, 0.99, 6.38, 0.000, 0.74, 6
2, 1, 214, 88.41, 0.01, 10.04, 0.02, 6.85, 0.02, 2.99, 0.01, 89.08, 0.12, 2.29, 0.39, 0.90, 64.32, 0.060, 0.08, 0
2, 2, 400, 11.39, 0.16, 7.57, 0.01, 6.14, 0.22, 0.32, 0.02, 2.71, 0.28, 19.34, 0.90, 1.00, 6.11, 0.000, 0.63, 6
2, 3, 247, 27.80, 0.04, 18.47, 0.09, 7.63, 0.10, 3.34, 0.04, 82.28, 0.88, 2.29, 0.39, 0.90, 80.02, 0.052, 0.50, 3
2, 4, 214, 55.05, 0.04, 23.29, 0.11, 6.62, 0.13, 3.21, 0.04, 76.37, 1.20, 2.06, 0.35, 0.87, 66.83, 0.049, 0.55, 6
2, 5, 297, 48.52, 0.07, 31.62, 0.17, 9.80, 0.17, 3.86, 0.06, 83.92, 0.86, 2.54, 0.43, 0.92, 118.91, 0.045, 5.28, 6
2, 6, 400, 13.81, 0.16, 24.03, 0.01, 6.03, 0.23, 0.33, 0.02, 2.80, 0.31, 18.45, 0.90, 1.00, 6.20, 0.001, 0.65, 6
2, 7, 236, 90.84, 0.02, 49.85, 0.04, 7.94, 0.05, 3.29, 0.02, 90.00, 0.24, 2.42, 0.41, 0.91, 82.03, 0.076, 0.20, 3
2, 8, 400, 62.27, 0.14, 56.90, 0.01, 4.78, 0.20, 0.41, 0.02, 4.44, 0.39, 11.52, 0.84, 1.00, 6.23, 0.000, 0.68, 6
2, 9, 265, 79.45, 0.01, 69.06, 0.02, 8.21, 0.03, 3.63, 0.01, 90.02, 0.16, 2.26, 0.39, 0.90, 93.54, 0.059, 3.78, 3
2, 10, 110, 40.53, 0.82, 66.46, 0.52, 4.42, 1.05, 2.61, 0.32, 38.65, 16.08, 1.69, 0.26, 0.81, 36.30, 0.057, 0.67, 3
2, 11, 147, 27.26, 0.08, 68.07, 0.62, 6.63, 0.66, 2.76, 0.06, 83.56, 2.20, 2.40, 0.41, 0.91, 57.41, 0.052, 0.38, 3
2, 12, 400, 7.45, 0.13, 70.18, 0.03, 3.90, 0.18, 0.54, 0.03, 6.94, 0.79, 7.21, 0.76, 0.99, 6.64, 0.001, 0.83, 6
2, 13, 172, 16.08, 0.05, 78.20, 0.33, 6.14, 0.42, 3.76, 0.11, 81.56, 3.02, 1.63, 0.24, 0.79, 72.51, 0.046, 0.69, 6
2, 14, 230, 38.61, 0.04, 83.74, 0.10, 7.23, 0.11, 3.11, 0.03, 83.57, 1.16, 2.33, 0.40, 0.90, 70.57, 0.052, 0.35, 3
2, 15, 187, 87.91, 0.01, 83.25, 0.02, 6.35, 0.03, 3.11, 0.01, 83.53, 0.22, 2.04, 0.34, 0.87, 62.04, 0.047, 0.10, 6
3, 1, 226, 40.26, 0.02, 14.37, 0.05, 6.95, 0.11, 3.33, 0.03, 92.77, 0.50, 2.09, 0.35, 0.88, 72.69, 0.058, 0.31, 3
3, 2, 400, 90.63, 0.15, 9.01, 0.01, 5.12, 0.19, 0.39, 0.02, 3.82, 0.38, 13.29, 0.86, 1.00, 6.20, 0.000, 0.66, 6
3, 3, 218, 64.41, 0.01, 18.63, 0.01, 7.36, 0.02, 3.20, 0.01, 90.80, 0.11, 2.30, 0.39, 0.90, 74.06, 0.069, 0.07, 0
3, 4, 195, 81.29, 0.05, 27.91, 0.15, 6.59, 0.16, 2.95, 0.05, 74.82, 1.52, 2.23, 0.38, 0.89, 61.07, 0.069, 0.63, 3
3, 5, 166, 31.55, 32.87, 37.10, 66.14, 19.65, 71.86, 5.01, 1.95, 67.83, 19.02, 3.92, 0.59, 0.97, 308.97, 0.054, 1.68, 3
3, 6, 195, 75.72, 0.05, 36.40, 0.09, 6.27, 0.11, 3.08, 0.06, 73.65, 1.14, 2.03, 0.34, 0.87, 60.81, 0.064, 0.54, 3
3, 7, 211, 67.31, 0.01, 42.17, 0.02, 6.82, 0.02, 3.24, 0.01, 86.31, 0.15, 2.11, 0.36, 0.88, 69.28, 0.057, 0.08, 0
3, 8, 197, 45.49, 0.01, 46.13, 0.01, 6.74, 0.02, 3.31, 0.01, 87.58, 0.13, 2.03, 0.34, 0.87, 70.18, 0.060, 0.07, 0
3, 9, 255, 21.52, 0.05, 60.87, 0.05, 6.57, 0.10, 3.76, 0.09, 86.73, 1.50, 1.74, 0.27, 0.82, 77.67, 0.053, 0.41, 3
3, 10, 205, 30.21, 0.01, 70.35, 0.02, 6.49, 0.02, 2.99, 0.01, 90.93, 0.19, 2.17, 0.37, 0.89, 61.06, 0.058, 0.09, 0
4, 1, 400, 43.04, 0.14, 5.89, 0.01, 4.58, 0.18, 0.43, 0.02, 4.80, 0.44, 10.71, 0.83, 1.00, 6.15, 0.000, 0.68, 6
4, 2, 212, 90.22, 0.01, 20.89, 0.02, 6.69, 0.02, 3.07, 0.01, 89.03, 0.15, 2.18, 0.37, 0.89, 64.54, 0.063, 0.08, 0
4, 3, 400, 78.40, 0.13, 62.51, 0.02, 4.38, 0.16, 0.46, 0.02, 5.30, 0.56, 9.44, 0.81, 0.99, 6.38, 0.000, 0.73, 6
4, 4, 400, 37.09, 0.12, 74.79, 0.02, 4.14, 0.18, 0.48, 0.02, 5.92, 0.54, 8.64, 0.79, 0.99, 6.22, 0.000, 0.72, 6
5, 1, 207, 71.26, 0.02, 40.82, 0.05, 7.03, 0.10, 3.31, 0.02, 90.42, 0.56, 2.12, 0.36, 0.88, 73.04, 0.056, 0.23, 3
5, 2, 197, 90.15, 0.01, 43.49, 0.02, 6.94, 0.03, 3.30, 0.01, 91.45, 0.19, 2.10, 0.35, 0.88, 71.99, 0.059, 0.08, 0
5, 3, 400, 83.13, 0.14, 49.79, 0.03, 4.40, 0.18, 0.48, 0.03, 5.77, 0.69, 9.10, 0.80, 0.99, 6.69, 0.000, 0.76, 6
5, 4, 400, 62.78, 0.14, 64.22, 0.03, 4.43, 0.21, 0.48, 0.03, 5.55, 0.70, 9.18, 0.80, 0.99, 6.72, 0.000, 0.77, 6
5, 5, 400, 44.36, 0.14, 72.61, 0.03, 4.40, 0.18, 0.48, 0.03, 5.77, 0.69, 9.10, 0.80, 0.99, 6.69, 0.000, 0.76, 6
5, 6, 212, 31.34, 0.01, 80.28, 0.01, 6.31, 0.02, 3.34, 0.01, 91.56, 0.16, 1.89, 0.31, 0.85, 66.32, 0.062, 0.07, 0
6, 1, 250, 42.16, 0.01, 27.97, 0.02, 8.29, 0.02, 3.14, 0.01, 90.50, 0.10, 2.64, 0.45, 0.93, 81.80, 0.067, 0.08, 0
6, 2, 208, 94.77, 0.01, 30.18, 0.02, 6.71, 0.03, 3.32, 0.01, 91.26, 0.20, 2.02, 0.34, 0.87, 69.92, 0.065, 0.09, 0
6, 3, 400, 64.19, 0.14, 36.78, 0.01, 4.59, 0.19, 0.43, 0.02, 4.80, 0.44, 10.76, 0.83, 1.00, 6.15, 0.000, 0.67, 6
6, 4, 192, 81.23, 0.01, 50.87, 0.02, 6.56, 0.03, 3.23, 0.01, 89.35, 0.18, 2.03, 0.34, 0.87, 66.62, 0.061, 0.09, 0
6, 5, 400, 34.40, 0.11, 49.45, 0.02, 4.29, 0.17, 0.48, 0.03, 5.76, 0.60, 8.92, 0.80, 0.99, 6.48, 0.000, 0.75, 6
6, 6, 400, 45.43, 0.18, 56.58, 0.03, 5.15, 0.22, 0.42, 0.03, 4.39, 0.58, 12.16, 0.85, 1.00, 6.85, 0.000, 0.71, 6
6, 7, 400, 89.48, 0.19, 63.26, 0.01, 6.46, 0.24, 0.30, 0.01, 2.44, 0.20, 21.77, 0.91, 1.00, 6.03, 0.000, 0.61, 6
6, 8, 249, 59.59, 0.01, 74.85, 0.03, 8.04, 0.04, 3.36, 0.01, 90.44, 0.18, 2.39, 0.41, 0.91, 84.97, 0.069, 0.14, 0
7, 1, 400, 94.35, 0.16, 4.38, 0.02, 5.05, 0.19, 0.42, 0.03, 4.45, 0.51, 11.92, 0.85, 1.00, 6.72, 0.000, 0.70, 6
7, 2, 400, 18.38, 0.19, 17.27, 0.01, 6.64, 0.24, 0.29, 0.01, 2.35, 0.19, 22.77, 0.92, 1.00, 6.09, 0.000, 0.62, 6
7, 3, 400, 74.89, 0.12, 18.53, 0.02, 4.35, 0.17, 0.46, 0.02, 5.27, 0.57, 9.37, 0.81, 0.99, 6.36, 0.000, 0.74, 6
7, 4, 0, 0.34, 0.00, 24.00, 0.00, 0.00, 0.00, 0.00, 0.00, 180.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, NaN, 1
7, 5, 400, 67.49, 0.16, 58.17, 0.03, 4.41, 0.20, 0.48, 0.03, 5.52, 0.69, 9.13, 0.80, 0.99, 6.69, 0.000, 0.77, 6
7, 6, 400, 14.68, 0.19, 68.14, 0.01, 6.36, 0.20, 0.30, 0.01, 2.51, 0.21, 21.07, 0.91, 1.00, 6.04, 0.000, 0.61, 6
8, 1, 400, 67.85, 0.17, 4.53, 0.03, 5.05, 0.21, 0.42, 0.02, 4.15, 0.49, 12.15, 0.85, 1.00, 6.60, 0.000, 0.71, 6
