Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 231, 59.39, 0.01, 16.60, 0.02, 7.25, 0.02, 3.44, 0.01, 87.25, 0.13, 2.11, 0.36, 0.88, 78.34, 0.060, 0.08, 0
0, 2, 188, 22.56, 0.01, 18.84, 0.03, 5.61, 0.05, 2.46, 0.01, 89.51, 0.32, 2.28, 0.39, 0.90, 43.48, 0.062, 0.15, 0
0, 3, 227, 77.35, 0.01, 22.40, 0.02, 6.90, 0.02, 3.56, 0.01, 89.35, 0.17, 1.94, 0.32, 0.86, 77.32, 0.054, 0.09, 0
0, 4, 214, 46.26, 0.01, 34.85, 0.02, 7.06, 0.03, 3.55, 0.01, 88.18, 0.15, 1.99, 0.33, 0.86, 78.71, 0.066, 0.08, 0
0, 5, 224, 61.33, 0.01, 36.92, 0.01, 6.90, 0.02, 3.33, 0.01, 91.96, 0.14, 2.07, 0.35, 0.88, 72.14, 0.049, 0.08, 6
0, 6, 400, 19.88, 0.15, 53.63, 0.01, 5.34, 0.21, 0.36, 0.02, 3.54, 0.31, 14.69, 0.87, 1.00, 6.09, 0.000, 0.63, 6
0, 7, 224, 70.06, 0.01, 67.00, 0.02, 7.39, 0.02, 3.12, 0.01, 92.74, 0.12, 2.37, 0.41, 0.91, 72.39, 0.058, 0.08, 0
0, 8, 199, 28.78, 0.06, 68.91, 0.09, 5.64, 0.12, 3.10, 0.05, 68.08, 1.77, 1.82, 0.29, 0.84, 54.88, 0.062, 0.59, 3
0, 9, 227, 52.25, 0.01, 73.04, 0.02, 7.63, 0.02, 3.04, 0.01, 90.03, 0.10, 2.51, 0.43, 0.92, 72.94, 0.063, 0.07, 0
1, 1, 223, 74.28, 0.01, 8.77, 0.02, 6.80, 0.02, 3.40, 0.01, 88.70, 0.17, 2.00, 0.33, 0.87, 72.60, 0.050, 0.10, 6
1, 2, 263, 54.89, 0.04, 24.79, 0.10, 7.92, 0.13, 3.23, 0.05, 77.13, 0.68, 2.45, 0.42, 0.91, 80.43, 0.055, 20.93, 3
1, 3, 400, 46.16, 16.43, 31.89, 4.15, 24.19, 21.40, 3.35, 0.84, 25.39, 37.98, 7.21, 0.76, 0.99, 254.77, 0.048, 5.46, 6
1, 4, 214, 68.38, 0.04, 33.04, 0.06, 5.18, 0.09, 3.03, 0.05, 75.53, 1.52, 1.71, 0.26, 0.81, 49.37, 0.063, 0.41, 3
1, 5, 120, 37.94, 0.35, 35.91, 1.34, 7.58, 1.33, 3.80, 0.22, 65.67, 5.35, 1.99, 0.33, 0.86, 90.59, 0.039, 0.30, 6
1, 6, 214, 59.91, 1.20, 42.57, 2.49, 13.47, 2.82, 4.24, 0.27, 68.36, 1.59, 3.18, 0.52, 0.95, 179.32, 0.057, 0.61, 3
1, 7, 219, 17.03, 0.01, 37.65, 0.02, 6.68, 0.02, 3.27, 0.01, 91.61, 0.15, 2.05, 0.34, 0.87, 68.50, 0.056, 0.08, 0
1, 8, 151, 38.39, 0.36, 38.87, 0.53, 5.84, 0.56, 3.29, 0.20, 36.58, 6.94, 1.78, 0.28, 0.83, 60.32, 0.054, 1.02, 3
1, 9, 208, 93.07, 0.01, 42.74, 0.01, 6.02, 0.02, 3.49, 0.01, 86.30, 0.21, 1.73, 0.27, 0.82, 66.00, 0.053, 0.08, 0
