Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 270, 31.07, 0.07, 18.24, 0.45, 9.02, 0.53, 3.46, 0.06, 83.64, 1.40, 2.61, 0.45, 0.92, 97.97, 0.048, 16.22, 6
0, 2, 208, 36.96, 0.02, 24.43, 0.06, 6.66, 0.12, 2.86, 0.03, 92.44, 0.47, 2.33, 0.40, 0.90, 59.87, 0.070, 0.29, 3
0, 3, 237, 85.52, 0.05, 34.23, 0.13, 6.53, 0.13, 2.81, 0.06, 76.70, 1.31, 2.33, 0.40, 0.90, 57.65, 0.042, 0.69, 6
0, 4, 400, 57.73, 0.13, 40.05, 0.02, 4.11, 0.17, 0.48, 0.02, 5.95, 0.51, 8.56, 0.79, 0.99, 6.19, 0.000, 0.73, 6
0, 5, 238, 33.12, 0.06, 51.98, 0.11, 5.82, 0.12, 2.82, 0.06, 74.66, 1.56, 2.07, 0.35, 0.87, 51.57, 0.042, 0.72, 6
0, 6, 326, 8.51, 0.12, 69.78, 0.24, 7.46, 0.57, 5.02, 0.19, 57.12, 4.08, 1.49, 0.20, 0.74, 117.64, 0.055, 8.39, 3
0, 7, 400, 96.06, 0.13, 67.16, 0.03, 3.89, 0.17, 0.54, 0.03, 6.93, 0.77, 7.18, 0.76, 0.99, 6.63, 0.001, 0.83, 6
1, 1, 199, 38.82, 0.02, 21.75, 0.03, 6.21, 0.06, 2.92, 0.02, 89.74, 0.54, 2.13, 0.36, 0.88, 56.86, 0.052, 0.19, 0
1, 2, 179, 69.23, 0.00, 37.75, 0.01, 5.93, 0.01, 2.80, 0.01, 91.47, 0.13, 2.12, 0.36, 0.88, 52.03, 0.068, 0.05, 0
1, 3, 302, 31.45, 0.07, 48.17, 0.14, 6.13, 0.13, 2.81, 0.07, 73.10, 1.76, 2.18, 0.37, 0.89, 54.08, 0.042, 5.78, 6
1, 4, 400, 46.48, 0.27, 52.23, 0.15, 8.84, 0.34, 5.17, 0.14, 36.88, 2.42, 1.71, 0.26, 0.81, 143.43, 0.060, 4.68, 3
1, 5, 112, 41.88, 0.10, 48.13, 0.21, 4.74, 0.27, 2.02, 0.12, 48.53, 2.13, 2.35, 0.40, 0.91, 30.07, 0.065, 0.50, 3
1, 6, 197, 82.17, 0.01, 60.66, 0.02, 6.65, 0.02, 3.26, 0.01, 92.30, 0.14, 2.04, 0.34, 0.87, 68.12, 0.064, 0.06, 0
1, 7, 135, 47.15, 23.76, 59.83, 33.10, 14.18, 38.57, 1.57, 1.06, 80.07, 58.51, 9.03, 0.80, 0.99, 69.97, 0.049, 0.97, 6
