Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 173, 65.62, 0.01, 12.75, 0.02, 6.13, 0.02, 2.58, 0.01, 90.88, 0.13, 2.37, 0.41, 0.91, 49.71, 0.066, 0.05, 0
0, 2, 200, 86.31, 0.01, 18.75, 0.02, 6.79, 0.03, 3.18, 0.01, 88.84, 0.20, 2.13, 0.36, 0.88, 67.85, 0.055, 0.10, 0
0, 3, 400, 22.33, 0.12, 13.36, 0.02, 4.28, 0.18, 0.48, 0.03, 5.74, 0.58, 8.90, 0.80, 0.99, 6.48, 0.000, 0.75, 6
0, 4, 400, 19.33, 0.16, 52.72, 0.03, 5.05, 0.19, 0.42, 0.03, 4.47, 0.54, 11.91, 0.85, 1.00, 6.73, 0.000, 0.70, 6
0, 5, 400, 34.90, 0.12, 52.97, 0.01, 4.11, 0.18, 0.48, 0.02, 5.93, 0.52, 8.58, 0.79, 0.99, 6.20, 0.000, 0.73, 6
1, 1, 137, 89.76, 0.01, 40.30, 0.01, 4.06, 0.01, 2.95, 0.01, 88.69, 0.37, 1.38, 0.16, 0.69, 37.58, 0.065, 0.05, 0
1, 2, 158, 78.20, 0.01, 55.56, 0.01, 4.24, 0.01, 2.99, 0.01, 91.82, 0.33, 1.42, 0.17, 0.71, 39.78, 0.074, 0.05, 0
2, 1, 400, 23.82, 0.11, 5.14, 0.02, 4.11, 0.18, 0.48, 0.02, 5.88, 0.50, 8.57, 0.79, 0.99, 6.20, 0.000, 0.72, 6
2, 2, 220, 34.09, 0.05, 50.02, 0.15, 7.56, 0.18, 2.82, 0.04, 77.10, 1.03, 2.68, 0.46, 0.93, 67.05, 0.064, 0.61, 3
2, 3, 180, 76.64, 0.01, 56.18, 0.02, 6.12, 0.03, 2.61, 0.01, 90.66, 0.17, 2.35, 0.40, 0.90, 50.11, 0.073, 0.08, 0
2, 4, 189, 29.22, 0.05, 59.87, 0.13, 6.51, 0.16, 2.91, 0.05, 78.34, 1.20, 2.24, 0.38, 0.89, 59.56, 0.070, 0.57, 3
