Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 400, 71.98, 0.26, 5.60, 0.01, 8.04, 0.26, 0.24, 0.01, 1.62, 0.13, 34.18, 0.94, 1.00, 5.94, 0.000, 0.65, 6
0, 2, 284, 33.39, 0.02, 22.27, 0.05, 8.48, 0.06, 3.80, 0.03, 73.14, 0.38, 2.23, 0.38, 0.89, 101.32, 0.052, 2.95, 3
0, 3, 200, 67.15, 0.09, 19.23, 0.55, 5.58, 0.52, 2.53, 0.10, 72.90, 3.85, 2.20, 0.38, 0.89, 44.39, 0.041, 0.74, 6
0, 4, 400, 66.90, 0.12, 29.97, 0.02, 4.23, 0.20, 0.47, 0.03, 5.74, 0.55, 8.90, 0.80, 0.99, 6.30, 0.000, 0.73, 6
0, 5, 400, 48.93, 0.13, 46.34, 0.01, 4.57, 0.19, 0.43, 0.02, 4.80, 0.44, 10.69, 0.83, 1.00, 6.14, 0.002, 0.68, 6
0, 6, 400, 13.45, 0.14, 48.44, 0.03, 4.42, 0.17, 0.48, 0.03, 5.56, 0.70, 9.18, 0.80, 0.99, 6.68, 0.000, 0.77, 6
0, 7, 400, 54.40, 0.11, 60.54, 0.02, 4.02, 0.16, 0.49, 0.02, 6.16, 0.55, 8.22, 0.78, 0.99, 6.18, 0.000, 0.73, 6
0, 8, 400, 92.03, 0.14, 70.10, 0.03, 4.39, 0.17, 0.48, 0.03, 5.76, 0.68, 9.11, 0.80, 0.99, 6.66, 0.000, 0.76, 6
0, 9, 400, 5.98, 0.12, 73.94, 0.02, 4.23, 0.20, 0.47, 0.03, 5.74, 0.55, 8.90, 0.80, 0.99, 6.30, 0.000, 0.73, 6
1, 1, 400, 18.97, 0.11, 2.45, 0.02, 4.31, 0.18, 0.48, 0.03, 5.68, 0.55, 8.99, 0.80, 0.99, 6.49, 0.000, 0.74, 6
1, 2, 233, 36.25, 0.04, 18.82, 0.07, 6.15, 0.09, 3.05, 0.04, 81.33, 1.07, 2.02, 0.34, 0.87, 58.89, 0.049, 0.49, 6
1, 3, 256, 31.69, 0.04, 24.94, 0.10, 6.54, 0.10, 2.64, 0.05, 78.28, 0.84, 2.47, 0.42, 0.91, 54.32, 0.051, Inf, 3
1, 4, 400, 91.02, 0.13, 24.51, 0.01, 4.68, 0.20, 0.42, 0.02, 4.61, 0.39, 11.19, 0.84, 1.00, 6.14, 0.000, 0.68, 6
1, 5, 181, 64.34, 0.03, 39.90, 0.16, 5.96, 0.21, 3.38, 0.06, 85.93, 1.38, 1.77, 0.28, 0.82, 63.23, 0.049, 0.35, 6
1, 6, 400, 72.93, 0.15, 47.75, 0.02, 5.90, 0.22, 0.36, 0.03, 3.33, 0.42, 16.25, 0.88, 1.00, 6.73, 0.000, 0.66, 6
