Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 178, 11.25, 0.01, 12.83, 0.02, 5.83, 0.03, 2.62, 0.01, 88.37, 0.21, 2.23, 0.38, 0.89, 47.97, 0.064, 0.10, 0
0, 2, 400, 14.09, 0.13, 18.06, 0.02, 4.12, 0.16, 0.48, 0.02, 5.89, 0.47, 8.60, 0.79, 0.99, 6.20, 0.004, 0.72, 6
0, 3, 201, 27.90, 0.01, 25.57, 0.02, 6.00, 0.02, 3.31, 0.01, 91.05, 0.19, 1.82, 0.29, 0.83, 62.30, 0.058, 0.08, 0
0, 4, 400, 55.71, 0.16, 22.00, 0.01, 6.14, 0.23, 0.32, 0.01, 2.69, 0.24, 19.38, 0.90, 1.00, 6.10, 0.000, 0.63, 6
0, 5, 202, 89.09, 0.01, 34.24, 0.01, 4.99, 0.01, 4.10, 0.01, 101.61, 0.52, 1.22, 0.10, 0.57, 64.24, 0.049, 0.07, 6
0, 6, 400, 69.22, 0.13, 28.87, 0.02, 4.84, 0.20, 0.42, 0.02, 4.45, 0.45, 11.58, 0.84, 1.00, 6.36, 0.000, 0.70, 6
0, 7, 272, 25.14, 0.05, 42.89, 0.13, 7.24, 0.17, 3.01, 0.05, 86.32, 1.40, 2.41, 0.41, 0.91, 68.38, 0.045, 11.63, 6
0, 8, 309, 32.63, 22.22, 53.09, 13.72, 16.68, 25.14, 4.08, 1.10, 39.28, 33.52, 4.09, 0.61, 0.97, 213.66, 0.049, 11.52, 6
0, 9, 181, 15.61, 0.01, 53.16, 0.02, 5.11, 0.03, 3.33, 0.01, 88.49, 0.38, 1.53, 0.21, 0.76, 53.47, 0.056, 0.11, 0
0, 10, 173, 60.46, 0.01, 59.10, 0.01, 5.07, 0.01, 3.45, 0.01, 92.14, 0.25, 1.47, 0.19, 0.73, 54.96, 0.058, 0.06, 0
0, 11, 163, 72.90, 0.01, 59.07, 0.01, 4.78, 0.01, 2.97, 0.01, 87.38, 0.27, 1.61, 0.23, 0.78, 44.56, 0.060, 0.06, 0
0, 12, 146, 32.26, 2.59, 59.43, 1.85, 5.72, 2.43, 1.74, 0.28, 34.25, 22.92, 3.29, 0.53, 0.95, 31.27, 0.035, 0.77, 6
0, 13, 400, 34.67, 0.15, 71.74, 0.01, 5.62, 0.22, 0.35, 0.02, 3.25, 0.29, 15.89, 0.88, 1.00, 6.24, 0.000, 0.65, 6
1, 1, 247, 28.94, 0.05, 17.49, 0.09, 6.30, 0.10, 2.92, 0.06, 79.85, 1.30, 2.16, 0.37, 0.89, 57.68, 0.045, 0.63, 6
1, 2, 328, 91.13, 0.06, 25.68, 0.20, 8.22, 0.25, 2.81, 0.05, 79.44, 1.07, 2.92, 0.49, 0.94, 72.60, 0.043, 3.81, 6
1, 3, 247, 5.68, 0.02, 27.90, 0.05, 6.94, 0.07, 2.81, 0.02, 89.34, 0.34, 2.47, 0.42, 0.91, 61.27, 0.051, 0.30, 3
1, 4, 400, 59.27, 0.12, 28.10, 0.02, 4.37, 0.18, 0.46, 0.02, 5.35, 0.56, 9.41, 0.81, 0.99, 6.39, 0.000, 0.74, 6
1, 5, 400, 11.50, 0.14, 34.21, 0.02, 5.04, 0.19, 0.40, 0.02, 3.99, 0.45, 12.60, 0.85, 1.00, 6.34, 0.001, 0.69, 6
1, 6, 400, 8.14, 0.13, 38.96, 0.01, 4.57, 0.18, 0.43, 0.02, 4.82, 0.41, 10.67, 0.83, 1.00, 6.15, 0.002, 0.68, 6
1, 7, 400, 20.07, 0.20, 48.43, 0.02, 6.11, 0.26, 0.36, 0.03, 3.21, 0.42, 16.90, 0.89, 1.00, 6.94, 0.000, 0.65, 6
1, 8, 222, 53.69, 12.72, 55.71, 19.19, 12.52, 22.27, 2.84, 0.77, 63.96, 16.74, 4.42, 0.63, 0.97, 111.54, 0.038, 0.86, 6
1, 9, 400, 82.97, 0.11, 58.60, 0.03, 3.89, 0.18, 0.54, 0.03, 6.85, 0.77, 7.21, 0.76, 0.99, 6.60, 0.001, 0.82, 6
1, 10, 400, 26.53, 0.15, 74.79, 0.03, 4.41, 0.20, 0.48, 0.03, 5.55, 0.65, 9.16, 0.80, 0.99, 6.68, 0.001, 0.77, 6
2, 1, 186, 35.12, 0.01, 13.07, 0.02, 5.29, 0.02, 3.16, 0.01, 87.92, 0.31, 1.67, 0.25, 0.80, 52.49, 0.072, 0.10, 0
2, 2, 234, 91.22, 0.12, 20.34, 0.45, 7.81, 0.51, 3.52, 0.09, 80.87, 2.06, 2.22, 0.38, 0.89, 86.38, 0.049, 1.04, 6
2, 3, 400, 77.39, 0.11, 15.06, 0.02, 4.02, 0.16, 0.49, 0.02, 6.17, 0.55, 8.22, 0.78, 0.99, 6.18, 0.001, 0.73, 6
