Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 244, 74.29, 0.01, 32.08, 0.02, 7.35, 0.03, 3.51, 0.01, 88.76, 0.21, 2.09, 0.35, 0.88, 81.13, 0.057, 0.13, 0
0, 2, 400, 88.22, 0.11, 41.72, 0.02, 4.20, 0.17, 0.48, 0.02, 5.79, 0.54, 8.81, 0.80, 0.99, 6.30, 0.000, 0.74, 6
0, 3, 400, 37.97, 0.13, 46.50, 0.01, 4.69, 0.19, 0.42, 0.02, 4.58, 0.39, 11.23, 0.84, 1.00, 6.15, 0.000, 0.67, 6
0, 4, 400, 11.81, 0.13, 55.24, 0.01, 4.57, 0.18, 0.43, 0.02, 4.81, 0.45, 10.67, 0.83, 1.00, 6.14, 0.000, 0.68, 6
0, 5, 400, 27.58, 0.14, 61.37, 0.03, 4.39, 0.18, 0.49, 0.03, 5.81, 0.69, 9.03, 0.80, 0.99, 6.71, 0.000, 0.76, 6
1, 1, 400, 91.70, 0.10, 9.55, 0.02, 3.91, 0.15, 0.51, 0.03, 6.64, 0.68, 7.59, 0.77, 0.99, 6.31, 0.001, 0.77, 6
1, 2, 209, 36.05, 0.01, 22.30, 0.02, 6.07, 0.02, 3.35, 0.01, 86.47, 0.24, 1.81, 0.29, 0.83, 63.84, 0.049, 0.11, 6
1, 3, 400, 50.21, 0.16, 15.96, 0.02, 5.06, 0.21, 0.42, 0.03, 4.47, 0.55, 11.96, 0.85, 1.00, 6.72, 0.000, 0.70, 6
1, 4, 236, 26.47, 0.04, 25.73, 0.09, 7.24, 0.10, 3.20, 0.03, 77.53, 1.95, 2.26, 0.39, 0.90, 72.80, 0.057, 0.52, 3
1, 5, 400, 8.97, 0.16, 32.47, 0.01, 5.63, 0.24, 0.35, 0.02, 3.28, 0.30, 15.92, 0.88, 1.00, 6.27, 0.000, 0.64, 6
1, 6, 400, 62.15, 0.12, 32.92, 0.03, 3.90, 0.17, 0.54, 0.03, 6.95, 0.80, 7.20, 0.76, 0.99, 6.63, 0.000, 0.82, 6
1, 7, 400, 74.37, 0.11, 37.38, 0.02, 4.01, 0.16, 0.49, 0.02, 6.25, 0.56, 8.16, 0.78, 0.99, 6.20, 0.000, 0.73, 6
1, 8, 207, 26.76, 0.03, 47.72, 0.05, 6.14, 0.11, 3.30, 0.06, 89.60, 0.82, 1.86, 0.30, 0.84, 63.53, 0.045, 0.28, 6
1, 9, 400, 51.59, 0.14, 45.26, 0.03, 4.40, 0.19, 0.49, 0.03, 5.84, 0.76, 9.06, 0.80, 0.99, 6.70, 0.000, 0.76, 6
1, 10, 400, 85.60, 0.12, 51.63, 0.02, 4.30, 0.18, 0.48, 0.03, 5.78, 0.61, 8.97, 0.80, 0.99, 6.48, 0.000, 0.75, 6
1, 11, 246, 18.57, 0.11, 70.27, 0.28, 9.20, 0.37, 3.00, 0.05, 71.90, 0.87, 3.07, 0.51, 0.95, 86.61, 0.046, 0.66, 6
1, 12, 400, 11.05, 0.14, 63.78, 0.02, 4.95, 0.21, 0.42, 0.03, 4.45, 0.47, 11.79, 0.84, 1.00, 6.53, 0.000, 0.70, 6
2, 1, 400, 21.85, 0.16, 2.36, 0.02, 5.06, 0.21, 0.42, 0.03, 4.47, 0.55, 11.96, 0.85, 1.00, 6.72, 0.000, 0.70, 6
2, 2, 400, 74.08, 0.10, 14.25, 0.02, 3.91, 0.15, 0.51, 0.03, 6.64, 0.68, 7.59, 0.77, 0.99, 6.31, 0.001, 0.77, 6
2, 3, 234, 49.40, 0.01, 24.59, 0.01, 7.25, 0.02, 3.58, 0.01, 86.81, 0.14, 2.03, 0.34, 0.87, 81.43, 0.065, 0.08, 0
2, 4, 400, 45.05, 0.10, 35.23, 0.02, 3.91, 0.15, 0.51, 0.03, 6.64, 0.68, 7.59, 0.77, 0.99, 6.31, 0.001, 0.77, 6
2, 5, 400, 69.02, 0.16, 65.70, 0.02, 5.80, 0.22, 0.36, 0.02, 3.26, 0.32, 16.23, 0.88, 1.00, 6.51, 0.000, 0.65, 6
2, 6, 400, 32.42, 0.11, 72.45, 0.02, 4.01, 0.16, 0.49, 0.02, 6.25, 0.56, 8.16, 0.78, 0.99, 6.20, 0.000, 0.73, 6
3, 1, 400, 39.13, 0.12, 12.37, 0.02, 4.02, 0.17, 0.49, 0.02, 6.22, 0.59, 8.17, 0.78, 0.99, 6.20, 0.001, 0.73, 6
3, 2, 400, 26.87, 0.14, 18.57, 0.03, 4.42, 0.20, 0.48, 0.03, 5.55, 0.71, 9.14, 0.80, 0.99, 6.70, 0.000, 0.77, 6
3, 3, 400, 51.93, 0.14, 25.28, 0.03, 4.41, 0.19, 0.48, 0.03, 5.76, 0.66, 9.10, 0.80, 0.99, 6.70, 0.000, 0.76, 6
3, 4, 400, 88.80, 0.12, 33.35, 0.02, 4.02, 0.17, 0.49, 0.02, 6.22, 0.59, 8.17, 0.78, 0.99, 6.20, 0.000, 0.73, 6
