Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 400, 47.87, 0.11, 2.88, 0.02, 3.77, 0.15, 0.54, 0.03, 7.32, 0.68, 6.99, 0.75, 0.99, 6.38, 0.000, 0.80, 6
0, 2, 400, 59.08, 0.14, 43.13, 0.02, 4.78, 0.20, 0.42, 0.02, 4.48, 0.38, 11.51, 0.84, 1.00, 6.24, 0.000, 0.68, 6
0, 3, 400, 17.95, 0.14, 52.31, 0.01, 5.13, 0.19, 0.39, 0.02, 3.83, 0.37, 13.30, 0.86, 1.00, 6.22, 0.000, 0.66, 6
0, 4, 400, 10.91, 0.13, 63.38, 0.02, 4.28, 0.17, 0.48, 0.03, 5.82, 0.57, 8.87, 0.80, 0.99, 6.47, 0.000, 0.76, 6
0, 5, 400, 53.84, 0.13, 68.15, 0.02, 4.93, 0.18, 0.42, 0.03, 4.46, 0.45, 11.71, 0.84, 1.00, 6.52, 0.000, 0.70, 6
0, 6, 400, 18.30, 0.15, 76.14, 0.03, 4.41, 0.19, 0.49, 0.03, 5.62, 0.70, 9.07, 0.80, 0.99, 6.74, 0.000, 0.78, 6
1, 1, 267, 60.39, 0.07, 12.68, 0.14, 7.38, 0.20, 3.36, 0.07, 64.22, 1.17, 2.20, 0.37, 0.89, 77.91, 0.047, 19.35, 6
1, 2, 249, 78.21, 0.03, 20.82, 0.05, 5.88, 0.04, 4.60, 0.04, 56.69, 1.99, 1.28, 0.12, 0.62, 85.00, 0.052, 0.36, 3
1, 3, 400, 66.70, 0.15, 35.00, 0.01, 5.37, 0.21, 0.36, 0.02, 3.49, 0.31, 14.88, 0.87, 1.00, 6.10, 0.000, 0.62, 6
1, 4, 400, 48.06, 0.13, 38.88, 0.02, 4.40, 0.18, 0.48, 0.03, 5.71, 0.60, 9.16, 0.80, 0.99, 6.65, 0.000, 0.75, 6
1, 5, 400, 90.65, 0.14, 40.89, 0.03, 4.43, 0.19, 0.48, 0.03, 5.50, 0.63, 9.22, 0.80, 0.99, 6.69, 0.000, 0.77, 6
1, 6, 197, 55.93, 0.05, 51.56, 0.05, 4.45, 0.07, 4.11, 0.03, 132.33, 11.27, 1.08, 0.04, 0.39, 57.47, 0.058, 0.41, 3
1, 7, 400, 38.02, 0.14, 66.97, 0.02, 4.85, 0.22, 0.42, 0.02, 4.38, 0.41, 11.68, 0.84, 1.00, 6.34, 0.000, 0.69, 6
1, 8, 400, 72.23, 0.16, 79.72, 0.03, 5.04, 0.22, 0.41, 0.02, 4.05, 0.50, 12.21, 0.85, 1.00, 6.55, 0.000, 0.71, 6
2, 1, 400, 50.77, 0.15, 11.49, 0.01, 5.61, 0.20, 0.35, 0.02, 3.26, 0.28, 15.87, 0.88, 1.00, 6.23, 0.000, 0.65, 6
