Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 400, 20.40, 0.14, 5.54, 0.02, 4.86, 0.21, 0.42, 0.02, 4.43, 0.44, 11.70, 0.84, 1.00, 6.35, 0.000, 0.69, 6
0, 2, 400, 93.24, 0.13, 6.73, 0.01, 4.58, 0.18, 0.43, 0.02, 4.81, 0.43, 10.73, 0.83, 1.00, 6.14, 0.000, 0.68, 6
0, 3, 400, 35.29, 0.13, 14.61, 0.01, 4.70, 0.19, 0.42, 0.02, 4.60, 0.40, 11.26, 0.84, 1.00, 6.15, 0.000, 0.67, 6
0, 4, 290, 53.57, 0.05, 39.17, 0.16, 7.98, 0.25, 3.08, 0.06, 80.28, 1.22, 2.59, 0.44, 0.92, 77.09, 0.046, 6.35, 6
0, 5, 399, 32.36, 0.19, 49.38, 0.46, 10.58, 0.94, 3.69, 0.13, 66.62, 1.37, 2.87, 0.48, 0.94, 122.54, 0.040, 4.34, 6
0, 6, 215, 55.80, 0.01, 75.19, 0.02, 6.74, 0.02, 3.42, 0.01, 90.90, 0.16, 1.97, 0.33, 0.86, 72.35, 0.056, 0.09, 0
0, 7, 400, 75.72, 0.13, 75.93, 0.02, 4.39, 0.17, 0.46, 0.02, 5.30, 0.59, 9.48, 0.81, 0.99, 6.39, 0.001, 0.73, 6
1, 1, 400, 38.54, 0.13, 13.02, 0.02, 4.21, 0.20, 0.48, 0.02, 5.80, 0.53, 8.83, 0.80, 0.99, 6.31, 0.000, 0.74, 6
1, 2, 400, 47.38, 0.13, 19.48, 0.01, 4.68, 0.19, 0.42, 0.02, 4.60, 0.38, 11.17, 0.84, 1.00, 6.17, 0.001, 0.67, 6
1, 3, 278, 82.18, 0.10, 30.06, 0.12, 6.03, 0.16, 3.22, 0.08, 61.04, 2.05, 1.87, 0.30, 0.84, 61.03, 0.040, 11.14, 6
1, 4, 133, 71.17, 0.01, 40.21, 0.02, 4.20, 0.02, 2.21, 0.01, 89.88, 0.29, 1.90, 0.31, 0.85, 29.20, 0.081, 0.06, 0
1, 5, 284, 62.70, 0.04, 51.46, 0.08, 6.34, 0.09, 2.89, 0.05, 81.13, 1.03, 2.19, 0.37, 0.89, 57.61, 0.041, 6.40, 6
1, 6, 400, 49.91, 0.14, 61.20, 0.03, 4.40, 0.18, 0.49, 0.03, 5.81, 0.67, 9.04, 0.80, 0.99, 6.72, 0.001, 0.76, 6
1, 7, 400, 32.77, 0.13, 70.83, 0.01, 4.68, 0.19, 0.42, 0.02, 4.60, 0.38, 11.17, 0.84, 1.00, 6.17, 0.000, 0.67, 6
2, 1, 400, 79.13, 0.14, 3.87, 0.02, 4.84, 0.19, 0.42, 0.02, 4.45, 0.45, 11.62, 0.84, 1.00, 6.34, 0.002, 0.70, 6
2, 2, 211, 93.06, 0.01, 11.80, 0.01, 6.98, 0.02, 3.39, 0.01, 81.36, 0.12, 2.06, 0.35, 0.87, 74.45, 0.058, 0.07, 0
2, 3, 400, 19.96, 0.13, 35.92, 0.02, 4.75, 0.18, 0.42, 0.02, 4.48, 0.40, 11.45, 0.84, 1.00, 6.20, 0.000, 0.68, 6
2, 4, 222, 79.26, 0.01, 55.12, 0.02, 6.98, 0.03, 3.84, 0.01, 91.15, 0.22, 1.82, 0.29, 0.83, 84.18, 0.063, 0.11, 0
2, 5, 400, 55.80, 0.13, 60.27, 0.01, 4.56, 0.17, 0.43, 0.02, 4.81, 0.43, 10.65, 0.83, 1.00, 6.14, 0.000, 0.68, 6
3, 1, 166, 42.93, 0.01, 9.97, 0.01, 4.64, 0.01, 3.14, 0.01, 89.91, 0.26, 1.48, 0.19, 0.74, 45.84, 0.083, 0.05, 0
3, 2, 181, 30.60, 0.08, 19.85, 0.38, 5.75, 0.50, 3.57, 0.10, 73.79, 5.56, 1.61, 0.23, 0.78, 64.57, 0.049, 0.79, 6
3, 3, 200, 76.23, 0.01, 35.88, 0.02, 6.69, 0.02, 3.45, 0.01, 90.57, 0.14, 1.94, 0.32, 0.86, 72.44, 0.054, 0.07, 0
3, 4, 400, 30.16, 0.14, 42.47, 0.02, 4.94, 0.21, 0.42, 0.03, 4.45, 0.47, 11.77, 0.84, 1.00, 6.51, 0.000, 0.70, 6
3, 5, 400, 89.87, 0.14, 52.84, 0.02, 5.05, 0.19, 0.40, 0.02, 3.98, 0.42, 12.66, 0.85, 1.00, 6.32, 0.000, 0.69, 6
3, 6, 400, 44.31, 0.13, 64.55, 0.02, 4.13, 0.18, 0.48, 0.02, 5.93, 0.51, 8.64, 0.79, 0.99, 6.20, 0.001, 0.72, 6
3, 7, 178, 59.72, 0.01, 76.64, 0.01, 4.48, 0.01, 3.56, 0.01, 92.10, 0.44, 1.26, 0.11, 0.61, 50.15, 0.080, 0.06, 0
3, 8, 400, 66.89, 0.13, 74.54, 0.01, 4.59, 0.20, 0.43, 0.02, 4.76, 0.39, 10.75, 0.83, 1.00, 6.15, 0.003, 0.67, 6
4, 1, 400, 45.24, 0.13, 13.61, 0.01, 4.59, 0.20, 0.43, 0.02, 4.76, 0.39, 10.75, 0.83, 1.00, 6.15, 0.001, 0.67, 6
4, 2, 223, 45.95, 0.06, 43.21, 0.34, 7.79, 0.39, 3.06, 0.06, 88.75, 0.97, 2.55, 0.44, 0.92, 74.93, 0.067, 0.66, 3
4, 3, 400, 59.00, 3.53, 46.00, 1.54, 15.84, 5.17, 5.21, 0.37, 27.80, 9.25, 3.04, 0.51, 0.94, 259.18, 0.060, 6.04, 3
4, 4, 400, 62.15, 0.13, 53.04, 0.01, 4.69, 0.20, 0.42, 0.02, 4.58, 0.40, 11.21, 0.84, 1.00, 6.16, 0.001, 0.67, 6
4, 5, 400, 9.84, 0.17, 56.41, 0.03, 5.12, 0.22, 0.42, 0.03, 4.35, 0.52, 12.17, 0.85, 1.00, 6.78, 0.000, 0.71, 6
4, 6, 260, 36.89, 0.05, 69.37, 0.16, 7.46, 0.19, 2.97, 0.07, 79.14, 1.33, 2.51, 0.43, 0.92, 69.61, 0.044, 52.08, 6
4, 7, 265, 22.79, 0.02, 77.08, 0.05, 6.92, 0.07, 3.85, 0.03, 80.73, 0.73, 1.80, 0.28, 0.83, 83.86, 0.053, 9.90, 3
5, 1, 323, 72.34, 0.04, 31.45, 0.12, 7.18, 0.12, 3.05, 0.05, 80.08, 1.18, 2.36, 0.40, 0.91, 68.77, 0.043, 3.47, 6
5, 2, 198, 79.63, 0.01, 45.95, 0.02, 6.38, 0.02, 3.27, 0.01, 88.17, 0.17, 1.95, 0.32, 0.86, 65.55, 0.061, 0.08, 0
