Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 400, 28.79, 0.13, 24.86, 0.01, 4.59, 0.17, 0.43, 0.02, 4.76, 0.39, 10.79, 0.83, 1.00, 6.14, 0.000, 0.67, 6
0, 2, 176, 89.53, 0.01, 54.24, 0.01, 5.37, 0.02, 2.70, 0.01, 88.89, 0.18, 1.99, 0.33, 0.86, 45.47, 0.053, 0.07, 0
0, 3, 400, 68.14, 0.12, 75.63, 0.02, 4.12, 0.17, 0.48, 0.02, 5.93, 0.51, 8.63, 0.79, 0.99, 6.19, 0.000, 0.73, 6
0, 4, 400, 48.24, 0.12, 80.54, 0.02, 3.90, 0.15, 0.51, 0.02, 6.60, 0.67, 7.61, 0.77, 0.99, 6.29, 0.000, 0.77, 6
2, 1, 193, 79.26, 0.01, 27.67, 0.02, 6.06, 0.02, 2.82, 0.01, 89.01, 0.20, 2.15, 0.37, 0.89, 53.59, 0.057, 0.09, 0
2, 2, 400, 33.63, 0.11, 25.16, 0.02, 3.89, 0.15, 0.52, 0.02, 6.60, 0.67, 7.55, 0.77, 0.99, 6.30, 0.000, 0.77, 6
2, 3, 400, 91.80, 0.12, 34.51, 0.02, 4.28, 0.18, 0.48, 0.03, 5.77, 0.68, 8.91, 0.80, 0.99, 6.47, 0.000, 0.75, 6
2, 4, 264, 93.06, 0.05, 70.61, 0.07, 6.65, 0.08, 4.68, 0.05, 55.63, 1.80, 1.42, 0.17, 0.71, 97.68, 0.043, 18.62, 6
2, 5, 400, 42.63, 0.13, 74.45, 0.02, 4.13, 0.19, 0.48, 0.02, 5.90, 0.51, 8.63, 0.79, 0.99, 6.21, 0.000, 0.72, 6
2, 6, 400, 74.70, 0.12, 77.32, 0.02, 4.01, 0.16, 0.49, 0.02, 6.24, 0.54, 8.16, 0.78, 0.99, 6.19, 0.000, 0.73, 6
3, 1, 212, 74.98, 0.07, 9.00, 0.09, 6.23, 0.12, 3.48, 0.05, 68.26, 1.46, 1.79, 0.28, 0.83, 68.01, 0.048, 0.64, 6
3, 2, 159, 68.36, 0.01, 14.97, 0.02, 5.30, 0.02, 2.62, 0.01, 98.01, 0.21, 2.03, 0.34, 0.87, 43.59, 0.064, 0.07, 0
3, 3, 400, 49.47, 0.10, 21.17, 0.02, 3.70, 0.17, 0.54, 0.03, 7.49, 0.67, 6.89, 0.75, 0.99, 6.25, 0.002, 0.79, 6
3, 4, 400, 17.23, 0.18, 23.33, 0.01, 6.26, 0.24, 0.31, 0.01, 2.60, 0.22, 20.35, 0.91, 1.00, 6.06, 0.000, 0.61, 6
3, 5, 186, 66.72, 0.01, 44.47, 0.07, 5.73, 0.07, 2.24, 0.02, 86.99, 0.49, 2.56, 0.44, 0.92, 40.26, 0.053, 0.26, 3
3, 6, 176, 29.66, 0.01, 74.65, 0.02, 4.83, 0.02, 2.93, 0.01, 91.83, 0.37, 1.65, 0.24, 0.79, 44.49, 0.061, 0.09, 0
3, 7, 400, 6.26, 0.17, 73.85, 0.02, 5.05, 0.22, 0.42, 0.02, 4.15, 0.51, 12.12, 0.85, 1.00, 6.61, 0.000, 0.71, 6
4, 1, 400, 20.19, 0.17, 1.18, 0.02, 5.05, 0.22, 0.42, 0.02, 4.15, 0.51, 12.12, 0.85, 1.00, 6.61, 0.000, 0.71, 6
4, 2, 178, 40.40, 0.01, 16.61, 0.01, 4.91, 0.01, 3.45, 0.01, 92.41, 0.29, 1.43, 0.18, 0.71, 53.19, 0.060, 0.05, 0
4, 3, 400, 24.89, 0.11, 25.20, 0.02, 3.78, 0.16, 0.54, 0.03, 7.37, 0.71, 7.01, 0.75, 0.99, 6.40, 0.000, 0.81, 6
4, 4, 189, 59.41, 0.01, 32.93, 0.01, 6.27, 0.02, 2.51, 0.01, 89.44, 0.12, 2.49, 0.43, 0.92, 49.56, 0.074, 0.06, 0
4, 5, 198, 63.53, 0.01, 68.70, 0.02, 5.35, 0.02, 3.54, 0.02, 87.41, 0.37, 1.51, 0.20, 0.75, 59.38, 0.053, 0.11, 0
4, 6, 400, 68.20, 0.13, 76.06, 0.03, 3.89, 0.18, 0.54, 0.03, 6.98, 0.75, 7.17, 0.76, 0.99, 6.62, 0.000, 0.83, 6
5, 1, 198, 82.11, 0.12, 12.89, 0.19, 6.25, 0.29, 2.96, 0.09, 64.91, 1.85, 2.11, 0.36, 0.88, 58.14, 0.042, 0.89, 6
