Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 127, 110.22, 0.01, 6.94, 0.01, 4.81, 0.02, 3.02, 0.01, 89.94, 0.30, 1.59, 0.23, 0.78, 45.65, 0.049, 0.07, 0
0, 2, 130, 121.07, 0.01, 8.40, 0.01, 4.97, 0.02, 2.46, 0.01, 82.43, 0.23, 2.02, 0.34, 0.87, 38.36, 0.039, 0.06, 0
0, 3, 220, 52.43, 0.74, 12.43, 0.65, 11.11, 1.20, 2.88, 0.08, 42.45, 1.02, 3.86, 0.59, 0.97, 100.34, 0.032, 0.83, 3
0, 4, 152, 67.45, 0.03, 20.58, 0.07, 6.30, 0.10, 2.76, 0.03, 79.91, 0.74, 2.28, 0.39, 0.90, 54.69, 0.044, 0.25, 3
0, 5, 125, 45.46, 0.05, 21.81, 0.10, 5.88, 0.12, 2.83, 0.03, 79.61, 1.24, 2.07, 0.35, 0.88, 52.32, 0.035, 0.16, 0
0, 6, 121, 63.03, 0.04, 24.92, 0.09, 4.46, 0.11, 2.21, 0.05, 83.20, 1.78, 2.02, 0.34, 0.87, 31.03, 0.043, 0.35, 3
0, 7, 227, 96.14, 0.08, 30.54, 0.21, 9.54, 0.30, 2.92, 0.05, 72.41, 0.77, 3.27, 0.53, 0.95, 87.46, 0.040, 0.59, 3
0, 8, 195, 105.06, 0.02, 31.60, 0.07, 8.95, 0.10, 2.64, 0.03, 86.34, 0.29, 3.38, 0.54, 0.96, 74.28, 0.045, 0.23, 3
0, 9, 400, 34.92, 0.15, 24.62, 0.03, 4.83, 0.19, 0.67, 0.04, 7.31, 0.80, 7.19, 0.76, 0.99, 10.22, 0.000, 1.01, 6
0, 10, 186, 45.24, 0.04, 35.24, 0.05, 6.76, 0.07, 3.30, 0.06, 94.27, 0.65, 2.05, 0.34, 0.87, 70.09, 0.039, 0.36, 3
0, 11, 99, 89.17, 0.01, 32.84, 0.02, 3.98, 0.02, 2.50, 0.02, 90.06, 0.49, 1.59, 0.23, 0.78, 31.29, 0.050, 0.07, 0
0, 12, 107, 114.84, 0.01, 34.17, 0.01, 3.17, 0.01, 2.91, 0.01, 6.99, 10.30, 1.09, 0.04, 0.40, 28.94, 0.049, 0.07, 0
0, 13, 128, 61.65, 0.01, 40.88, 0.02, 4.81, 0.02, 2.42, 0.01, 81.22, 0.25, 1.99, 0.33, 0.86, 36.66, 0.038, 0.07, 0
0, 14, 125, 7.35, 0.02, 42.20, 0.04, 5.09, 0.04, 3.03, 0.03, 77.91, 0.85, 1.68, 0.25, 0.80, 48.41, 0.042, 0.17, 0
0, 15, 400, 55.39, 0.13, 38.18, 0.04, 3.97, 0.19, 0.82, 0.04, 10.55, 1.25, 4.86, 0.66, 0.98, 10.19, 0.002, 1.16, 6
0, 16, 148, 26.08, 0.01, 44.02, 0.01, 5.16, 0.02, 3.20, 0.01, 79.03, 0.31, 1.61, 0.23, 0.78, 51.84, 0.035, 0.08, 0
0, 17, 221, 100.36, 229.26, 61.61, 173.45, 33.51, 285.43, 4.16, 1.40, 49.53, 39.67, 8.05, 0.78, 0.99, 438.11, 0.038, 2.60, 3
0, 18, 133, 102.50, 0.01, 52.03, 0.01, 4.50, 0.01, 3.12, 0.01, 89.76, 0.41, 1.44, 0.18, 0.72, 44.14, 0.050, 0.06, 0
0, 19, 248, 33.78, 0.14, 63.73, 0.38, 14.04, 0.78, 2.61, 0.06, 69.89, 0.46, 5.37, 0.69, 0.98, 115.30, 0.046, 0.63, 3
0, 20, 150, 110.91, 0.01, 61.65, 0.02, 5.75, 0.02, 2.81, 0.01, 87.29, 0.20, 2.05, 0.34, 0.87, 50.73, 0.049, 0.07, 0
1, 1, 126, 4.08, 0.06, 8.44, 0.13, 5.46, 0.17, 2.62, 0.05, 74.59, 1.79, 2.09, 0.35, 0.88, 44.89, 0.041, 0.54, 3
1, 2, 119, 86.86, 0.01, 8.48, 0.02, 5.00, 0.02, 2.81, 0.01, 89.11, 0.36, 1.78, 0.28, 0.83, 44.18, 0.043, 0.07, 0
1, 3, 102, 108.82, 0.01, 7.34, 0.01, 4.16, 0.01, 2.82, 0.01, 93.09, 0.53, 1.48, 0.19, 0.74, 36.91, 0.049, 0.06, 0
1, 4, 128, 44.37, 0.01, 12.26, 0.02, 4.00, 0.02, 3.47, 0.02, 96.81, 1.67, 1.15, 0.07, 0.50, 43.63, 0.039, 0.10, 0
1, 5, 152, 118.83, 0.17, 11.98, 0.10, 5.05, 0.17, 3.63, 0.08, 18.98, 5.04, 1.39, 0.16, 0.70, 57.52, 0.031, 0.61, 3
1, 6, 121, 79.04, 0.02, 14.67, 0.02, 3.94, 0.02, 2.78, 0.02, 80.22, 0.73, 1.41, 0.17, 0.71, 34.40, 0.037, 0.09, 0
1, 7, 400, 15.70, 0.23, 16.25, 0.01, 7.91, 0.29, 0.37, 0.01, 2.51, 0.22, 21.14, 0.91, 1.00, 9.29, 0.000, 0.75, 6
1, 8, 68, 11.22, 0.09, 21.22, 0.19, 3.96, 0.19, 3.00, 0.09, 89.38, 4.32, 1.32, 0.14, 0.65, 37.40, 0.050, 0.08, 0
1, 9, 97, 37.56, 0.01, 20.39, 0.01, 2.95, 0.02, 2.85, 0.02, 30.55, 55.00, 1.04, 0.02, 0.26, 26.42, 0.043, 0.08, 5
1, 10, 112, 93.67, 0.01, 22.73, 0.01, 4.23, 0.02, 2.94, 0.01, 81.37, 0.48, 1.44, 0.18, 0.72, 39.13, 0.042, 0.06, 0
1, 11, 124, 101.42, 0.07, 26.26, 0.14, 4.73, 0.14, 2.88, 0.07, 88.81, 2.28, 1.64, 0.24, 0.79, 42.72, 0.035, 0.48, 3
1, 12, 151, 107.96, 0.11, 28.73, 0.22, 4.80, 0.27, 3.70, 0.10, 72.63, 10.06, 1.30, 0.13, 0.64, 55.68, 0.043, 0.85, 3
1, 13, 237, 114.40, 0.05, 38.35, 0.10, 9.56, 0.18, 3.47, 0.07, 87.92, 0.51, 2.75, 0.47, 0.93, 104.39, 0.044, 0.54, 3
1, 14, 129, 55.38, 0.01, 34.39, 0.02, 4.45, 0.02, 2.82, 0.01, 83.57, 0.40, 1.58, 0.22, 0.77, 39.38, 0.040, 0.07, 0
1, 15, 400, 33.11, 0.13, 33.18, 0.04, 3.98, 0.19, 0.81, 0.04, 10.52, 1.19, 4.90, 0.66, 0.98, 10.14, 0.000, 1.16, 6
1, 16, 220, 61.51, 0.06, 43.53, 0.12, 6.11, 0.14, 4.78, 0.12, 62.54, 6.67, 1.28, 0.12, 0.62, 91.79, 0.039, 0.79, 3
1, 17, 143, 100.16, 0.01, 43.20, 0.01, 4.97, 0.02, 3.21, 0.01, 84.98, 0.32, 1.55, 0.22, 0.76, 50.22, 0.048, 0.07, 0
1, 18, 400, 91.31, 0.13, 40.27, 0.04, 3.92, 0.18, 0.81, 0.04, 10.88, 1.08, 4.82, 0.66, 0.98, 10.02, 0.001, 1.14, 6
1, 19, 167, 21.09, 0.05, 57.50, 0.06, 5.16, 0.08, 4.11, 0.05, 55.83, 3.01, 1.26, 0.11, 0.61, 66.51, 0.033, 0.44, 3
1, 20, 117, 31.11, 0.01, 56.10, 0.01, 3.87, 0.01, 2.99, 0.01, 82.66, 0.75, 1.30, 0.13, 0.64, 36.32, 0.047, 0.07, 0
2, 1, 134, 34.25, 0.07, 7.87, 0.11, 5.85, 0.12, 2.73, 0.05, 76.69, 1.44, 2.14, 0.36, 0.88, 50.22, 0.043, 0.37, 3
2, 2, 173, 8.86, 0.02, 11.08, 0.04, 6.38, 0.05, 3.62, 0.03, 93.62, 0.54, 1.76, 0.28, 0.82, 72.60, 0.044, 0.19, 4
2, 3, 133, 98.68, 0.05, 9.89, 0.09, 5.15, 0.14, 2.42, 0.04, 70.66, 1.21, 2.12, 0.36, 0.88, 39.18, 0.039, 0.35, 3
2, 4, 108, 82.25, 0.07, 9.38, 0.09, 4.42, 0.12, 2.60, 0.09, 68.86, 1.93, 1.70, 0.26, 0.81, 36.11, 0.046, 0.47, 3
2, 5, 141, 104.85, 0.04, 18.36, 0.08, 5.25, 0.11, 2.57, 0.04, 72.93, 1.05, 2.04, 0.34, 0.87, 42.32, 0.045, 0.37, 3
2, 6, 119, 25.80, 0.01, 18.11, 0.01, 4.32, 0.02, 2.54, 0.01, 88.28, 0.32, 1.71, 0.26, 0.81, 34.44, 0.047, 0.06, 0
2, 7, 164, 99.87, 0.03, 25.44, 0.07, 6.12, 0.09, 2.75, 0.03, 76.95, 0.75, 2.23, 0.38, 0.89, 52.76, 0.045, 0.33, 3
2, 8, 228, 51.98, 0.12, 28.34, 0.07, 7.68, 0.18, 3.95, 0.10, 25.10, 1.05, 1.95, 0.32, 0.86, 95.27, 0.044, 0.76, 3
2, 9, 235, 118.17, 0.07, 40.10, 0.13, 8.64, 0.14, 4.30, 0.09, 80.43, 1.08, 2.01, 0.34, 0.87, 116.63, 0.040, 0.77, 3
2, 10, 170, 13.70, 0.01, 38.79, 0.02, 6.40, 0.03, 3.31, 0.02, 82.17, 0.33, 1.93, 0.32, 0.86, 66.51, 0.041, 0.13, 0
2, 11, 118, 36.81, 0.01, 37.82, 0.02, 4.26, 0.02, 2.66, 0.01, 77.81, 0.41, 1.60, 0.23, 0.78, 35.54, 0.037, 0.07, 0
2, 12, 114, 74.70, 0.01, 43.62, 0.01, 4.52, 0.02, 2.62, 0.01, 89.54, 0.29, 1.73, 0.27, 0.81, 37.17, 0.052, 0.05, 0
2, 13, 138, 5.50, 0.06, 47.93, 0.08, 4.07, 0.12, 2.93, 0.08, 68.21, 5.50, 1.39, 0.16, 0.69, 37.46, 0.035, 0.49, 3
2, 14, 89, 97.36, 0.01, 52.79, 0.03, 3.27, 0.04, 1.87, 0.01, 85.01, 0.64, 1.75, 0.27, 0.82, 19.24, 0.037, 0.09, 4
