Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 147, 37.20, 0.01, 22.06, 0.02, 6.63, 0.04, 2.54, 0.01, 84.76, 0.18, 2.61, 0.45, 0.92, 52.94, 0.042, 0.09, 0
0, 2, 211, 82.24, 0.05, 21.47, 0.18, 6.49, 0.24, 2.24, 0.07, 78.66, 1.52, 2.90, 0.49, 0.94, 45.60, 0.024, 0.80, 6
0, 3, 130, 47.68, 0.01, 30.02, 0.01, 5.31, 0.02, 2.34, 0.01, 79.01, 0.17, 2.27, 0.39, 0.90, 38.95, 0.045, 0.06, 0
0, 4, 210, 96.11, 0.11, 40.82, 0.23, 6.29, 0.34, 3.06, 0.10, 64.36, 2.43, 2.05, 0.34, 0.87, 60.46, 0.031, 1.03, 3
0, 5, 134, 42.66, 0.01, 43.96, 0.02, 5.87, 0.03, 2.11, 0.01, 81.44, 0.14, 2.78, 0.47, 0.93, 38.96, 0.043, 0.06, 0
0, 6, 142, 70.87, 0.02, 69.80, 0.16, 7.06, 0.19, 2.19, 0.02, 85.33, 0.40, 3.22, 0.53, 0.95, 48.66, 0.039, 0.19, 0
0, 7, 152, 74.14, 0.02, 78.87, 0.06, 6.23, 0.17, 2.52, 0.05, 88.82, 0.49, 2.47, 0.42, 0.91, 49.31, 0.029, 0.27, 6
0, 8, 186, 94.64, 0.03, 81.77, 0.11, 6.65, 0.13, 2.18, 0.04, 83.13, 0.84, 3.06, 0.51, 0.94, 45.42, 0.032, 0.46, 3
0, 9, 400, 34.94, 0.09, 86.62, 0.04, 3.15, 0.13, 1.00, 0.04, 17.81, 1.80, 3.16, 0.52, 0.95, 9.90, 0.002, 1.30, 6
0, 10, 400, 66.55, 0.10, 89.24, 0.04, 3.28, 0.14, 0.95, 0.04, 16.00, 1.44, 3.46, 0.55, 0.96, 9.76, 0.002, 1.24, 6
0, 11, 400, 113.73, 0.10, 94.25, 0.05, 3.39, 0.14, 0.95, 0.04, 15.58, 1.62, 3.55, 0.56, 0.96, 10.18, 0.002, 1.28, 6
0, 12, 400, 57.11, 0.10, 101.62, 0.03, 3.55, 0.16, 0.88, 0.04, 13.26, 1.22, 4.03, 0.60, 0.97, 9.80, 0.002, 1.18, 6
0, 13, 400, 7.79, 0.09, 103.32, 0.04, 3.13, 0.14, 1.01, 0.04, 18.61, 1.99, 3.09, 0.51, 0.95, 9.93, 0.002, 1.32, 6
1, 1, 151, 118.05, 0.03, 8.70, 0.12, 5.75, 0.14, 2.07, 0.03, 89.19, 0.82, 2.78, 0.47, 0.93, 37.43, 0.026, 0.38, 6
1, 2, 400, 104.52, 0.09, 3.92, 0.04, 3.17, 0.14, 1.00, 0.04, 17.75, 1.86, 3.19, 0.52, 0.95, 9.93, 0.002, 1.30, 6
1, 3, 144, 27.87, 0.01, 14.40, 0.03, 7.00, 0.04, 2.12, 0.01, 85.35, 0.11, 3.30, 0.54, 0.95, 46.53, 0.036, 0.06, 0
1, 4, 166, 102.38, 0.04, 21.02, 0.16, 6.58, 0.22, 1.94, 0.04, 81.88, 0.86, 3.39, 0.54, 0.96, 40.10, 0.029, 0.40, 6
1, 5, 136, 112.66, 0.01, 30.22, 0.02, 5.77, 0.03, 2.45, 0.01, 84.96, 0.18, 2.35, 0.40, 0.91, 44.38, 0.039, 0.07, 0
1, 6, 112, 74.71, 0.01, 32.02, 0.02, 4.86, 0.03, 2.16, 0.01, 83.09, 0.22, 2.25, 0.39, 0.90, 32.91, 0.049, 0.06, 0
1, 7, 153, 108.77, 0.01, 44.70, 0.05, 6.95, 0.07, 2.11, 0.01, 86.64, 0.19, 3.29, 0.53, 0.95, 46.04, 0.038, 0.09, 0
1, 8, 178, 48.50, 0.03, 48.44, 0.10, 6.00, 0.10, 2.13, 0.04, 82.20, 1.14, 2.82, 0.48, 0.94, 40.09, 0.030, 0.47, 3
1, 9, 166, 81.06, 0.05, 47.95, 0.08, 4.72, 0.10, 2.55, 0.08, 74.30, 2.43, 1.85, 0.30, 0.84, 37.84, 0.026, 0.59, 6
1, 10, 400, 29.89, 0.10, 47.37, 0.03, 3.30, 0.16, 0.94, 0.04, 15.81, 1.50, 3.51, 0.56, 0.96, 9.76, 0.002, 1.23, 6
1, 11, 159, 61.84, 0.02, 54.13, 0.09, 5.78, 0.14, 2.39, 0.02, 88.69, 0.87, 2.42, 0.42, 0.91, 43.42, 0.026, 0.32, 6
1, 12, 135, 55.26, 0.01, 64.14, 0.01, 5.22, 0.02, 2.34, 0.01, 84.24, 0.19, 2.23, 0.38, 0.89, 38.45, 0.034, 0.06, 0
1, 13, 234, 106.56, 11.11, 87.80, 37.09, 23.80, 35.53, 2.24, 0.34, 75.60, 14.95, 10.63, 0.83, 1.00, 167.48, 0.036, 0.56, 3
1, 14, 127, 80.18, 0.01, 80.94, 0.02, 5.03, 0.02, 2.37, 0.01, 83.11, 0.21, 2.13, 0.36, 0.88, 37.37, 0.043, 0.07, 0
1, 15, 400, 91.56, 0.10, 77.16, 0.03, 3.30, 0.16, 0.94, 0.04, 15.81, 1.50, 3.51, 0.56, 0.96, 9.76, 0.002, 1.23, 6
1, 16, 172, 67.01, 0.02, 92.57, 0.05, 7.08, 0.06, 2.72, 0.02, 87.24, 0.41, 2.61, 0.45, 0.92, 60.37, 0.030, 0.17, 6
1, 17, 400, 85.33, 0.11, 94.97, 0.04, 3.66, 0.17, 0.89, 0.04, 13.19, 1.39, 4.13, 0.61, 0.97, 10.20, 0.002, 1.23, 6
1, 18, 400, 118.06, 0.09, 96.62, 0.04, 3.17, 0.14, 1.00, 0.04, 17.75, 1.86, 3.19, 0.52, 0.95, 9.93, 0.002, 1.30, 6
1, 19, 96, 106.35, 0.01, 101.67, 0.01, 3.14, 0.02, 2.56, 0.01, 66.88, 1.12, 1.22, 0.10, 0.58, 25.28, 0.046, 0.06, 0
2, 1, 147, 49.28, 0.01, 18.09, 0.03, 6.78, 0.05, 2.28, 0.01, 85.87, 0.15, 2.97, 0.50, 0.94, 48.59, 0.043, 0.08, 0
2, 2, 400, 5.75, 0.08, 12.33, 0.04, 3.02, 0.12, 1.03, 0.04, 20.06, 2.03, 2.92, 0.49, 0.94, 9.78, 0.002, 1.31, 6
2, 3, 180, 45.94, 0.03, 36.36, 0.12, 6.68, 0.15, 2.14, 0.05, 84.15, 0.91, 3.12, 0.51, 0.95, 44.92, 0.027, 0.48, 6
2, 4, 142, 100.54, 0.01, 40.90, 0.02, 5.45, 0.02, 2.66, 0.01, 83.41, 0.20, 2.05, 0.34, 0.87, 45.45, 0.037, 0.07, 0
2, 5, 148, 82.43, 0.01, 43.52, 0.02, 6.75, 0.03, 2.02, 0.01, 85.31, 0.12, 3.34, 0.54, 0.95, 42.82, 0.043, 0.06, 0
2, 6, 141, 110.97, 0.01, 47.12, 0.04, 7.36, 0.05, 2.05, 0.01, 85.12, 0.13, 3.59, 0.56, 0.96, 47.32, 0.047, 0.06, 0
2, 7, 143, 45.38, 0.01, 51.83, 0.02, 6.52, 0.03, 2.10, 0.01, 83.90, 0.12, 3.10, 0.51, 0.95, 43.07, 0.043, 0.06, 0
2, 8, 400, 7.95, 0.11, 49.13, 0.04, 3.55, 0.16, 0.88, 0.04, 13.15, 1.37, 4.04, 0.60, 0.97, 9.81, 0.001, 1.18, 6
2, 9, 177, 53.30, 0.05, 57.84, 0.15, 5.55, 0.21, 2.12, 0.08, 78.99, 1.80, 2.61, 0.45, 0.92, 37.01, 0.023, 0.71, 6
2, 10, 136, 88.82, 0.01, 72.93, 0.02, 6.06, 0.03, 2.11, 0.01, 83.89, 0.13, 2.88, 0.48, 0.94, 40.06, 0.044, 0.06, 0
2, 11, 181, 82.56, 0.04, 83.51, 0.11, 5.46, 0.12, 2.22, 0.06, 79.00, 1.66, 2.46, 0.42, 0.91, 38.10, 0.029, 0.59, 6
2, 12, 168, 112.95, 0.03, 100.42, 0.12, 8.00, 0.16, 2.21, 0.02, 82.64, 0.39, 3.62, 0.57, 0.96, 55.45, 0.034, 0.21, 3
2, 13, 124, 108.08, 0.05, 106.31, 0.12, 5.38, 0.13, 2.56, 0.07, 72.30, 2.04, 2.11, 0.36, 0.88, 43.23, 0.031, 0.46, 3
3, 1, 142, 108.58, 0.01, 38.56, 0.03, 6.49, 0.04, 2.64, 0.01, 87.77, 0.18, 2.46, 0.42, 0.91, 53.88, 0.035, 0.08, 0
3, 2, 400, 26.74, 0.10, 50.41, 0.04, 3.14, 0.13, 1.01, 0.04, 18.54, 1.91, 3.12, 0.51, 0.95, 9.94, 0.002, 1.31, 6
3, 3, 157, 46.97, 0.06, 57.30, 0.10, 4.72, 0.11, 2.69, 0.07, 79.04, 2.80, 1.75, 0.27, 0.82, 39.89, 0.023, 0.62, 6
3, 4, 182, 115.32, 0.04, 65.99, 0.14, 6.62, 0.16, 2.03, 0.06, 81.41, 1.03, 3.26, 0.53, 0.95, 42.20, 0.033, 0.54, 3
3, 5, 147, 65.25, 0.01, 72.12, 0.03, 7.43, 0.04, 2.21, 0.01, 85.42, 0.12, 3.36, 0.54, 0.95, 51.68, 0.037, 0.06, 0
3, 6, 172, 100.23, 0.02, 83.10, 0.11, 6.66, 0.13, 2.43, 0.03, 85.49, 0.74, 2.74, 0.46, 0.93, 50.86, 0.027, 0.34, 6
3, 7, 141, 75.99, 0.01, 84.39, 0.03, 6.45, 0.03, 2.27, 0.01, 86.76, 0.14, 2.84, 0.48, 0.94, 45.98, 0.031, 0.07, 0
3, 8, 96, 55.40, 0.01, 88.97, 0.01, 3.12, 0.02, 2.53, 0.01, 75.01, 1.11, 1.23, 0.10, 0.58, 24.81, 0.037, 0.06, 0
3, 9, 164, 97.44, 0.03, 107.50, 0.16, 6.87, 0.22, 2.20, 0.06, 82.86, 1.17, 3.12, 0.51, 0.95, 47.52, 0.026, 0.47, 6
4, 1, 177, 77.41, 0.05, 21.47, 0.13, 5.75, 0.17, 1.95, 0.06, 80.23, 1.46, 2.95, 0.49, 0.94, 35.22, 0.029, 0.61, 6
4, 2, 282, 62.97, 0.71, 27.25, 2.06, 9.69, 3.97, 2.05, 0.14, 73.55, 6.33, 4.72, 0.65, 0.98, 62.58, 0.023, 10.37, 6
4, 3, 213, 68.92, 0.48, 27.25, 0.51, 6.21, 1.35, 2.30, 0.09, 52.50, 2.69, 2.70, 0.46, 0.93, 44.86, 0.020, 0.91, 6
4, 4, 138, 78.01, 0.01, 35.39, 0.02, 6.52, 0.04, 2.13, 0.01, 83.86, 0.12, 3.05, 0.51, 0.94, 43.67, 0.042, 0.06, 0
4, 5, 131, 115.88, 0.01, 34.26, 0.01, 5.25, 0.02, 2.39, 0.01, 84.46, 0.20, 2.19, 0.37, 0.89, 39.44, 0.056, 0.06, 0
4, 6, 141, 104.99, 0.01, 39.87, 0.02, 6.54, 0.03, 2.18, 0.01, 84.20, 0.13, 3.00, 0.50, 0.94, 44.82, 0.053, 0.06, 0
4, 7, 275, 93.55, 0.15, 44.63, 0.42, 14.65, 1.01, 2.26, 0.06, 71.46, 0.43, 6.48, 0.73, 0.99, 104.03, 0.040, 9.59, 3
4, 8, 400, 33.22, 0.10, 40.70, 0.03, 3.29, 0.15, 0.95, 0.04, 15.87, 1.49, 3.47, 0.55, 0.96, 9.77, 0.001, 1.24, 6
4, 9, 163, 45.33, 0.01, 71.06, 0.05, 6.36, 0.06, 2.12, 0.02, 83.56, 0.38, 2.99, 0.50, 0.94, 42.43, 0.031, 0.20, 0
4, 10, 400, 53.11, 0.11, 74.88, 0.05, 3.40, 0.16, 0.95, 0.04, 15.61, 1.63, 3.57, 0.56, 0.96, 10.20, 0.002, 1.28, 6
4, 11, 298, 117.29, 0.10, 90.91, 0.21, 12.19, 0.39, 3.04, 0.07, 69.62, 0.56, 4.01, 0.60, 0.97, 116.58, 0.030, 5.32, 6
4, 12, 234, 18.12, 0.06, 98.18, 0.20, 6.97, 0.25, 2.84, 0.08, 81.18, 1.62, 2.46, 0.42, 0.91, 62.12, 0.018, 0.90, 6
4, 13, 130, 100.50, 0.01, 97.97, 0.02, 5.88, 0.03, 2.12, 0.01, 83.05, 0.14, 2.77, 0.47, 0.93, 39.20, 0.040, 0.06, 0
5, 1, 400, 9.95, 0.09, 5.17, 0.04, 3.17, 0.14, 0.99, 0.04, 17.63, 1.83, 3.19, 0.52, 0.95, 9.87, 0.002, 1.30, 6
5, 2, 181, 102.67, 0.05, 29.73, 0.18, 5.44, 0.25, 2.23, 0.08, 81.01, 2.30, 2.44, 0.42, 0.91, 38.03, 0.023, 0.81, 6
5, 3, 171, 24.90, 0.03, 31.88, 0.13, 6.60, 0.19, 2.24, 0.04, 85.94, 1.05, 2.95, 0.49, 0.94, 46.36, 0.028, 0.49, 6
5, 4, 139, 64.55, 0.01, 34.08, 0.02, 6.25, 0.03, 2.23, 0.01, 84.61, 0.14, 2.80, 0.47, 0.93, 43.75, 0.045, 0.06, 0
5, 5, 400, 81.04, 0.10, 31.96, 0.05, 3.40, 0.15, 0.95, 0.05, 15.54, 1.65, 3.58, 0.56, 0.96, 10.15, 0.002, 1.28, 6
5, 6, 180, 40.15, 0.04, 38.12, 0.13, 6.01, 0.15, 1.87, 0.05, 81.18, 1.26, 3.22, 0.53, 0.95, 35.23, 0.030, 0.58, 6
5, 7, 134, 115.12, 0.01, 51.77, 0.02, 5.85, 0.03, 2.17, 0.01, 83.08, 0.16, 2.69, 0.46, 0.93, 39.84, 0.051, 0.06, 0
5, 8, 174, 74.97, 0.02, 54.03, 0.05, 6.82, 0.06, 2.17, 0.03, 84.73, 0.63, 3.14, 0.52, 0.95, 46.55, 0.035, 0.21, 3
5, 9, 131, 64.13, 0.01, 67.76, 0.03, 6.18, 0.04, 2.20, 0.01, 85.63, 0.16, 2.81, 0.47, 0.93, 42.71, 0.040, 0.07, 0
5, 10, 135, 57.81, 0.01, 93.20, 0.02, 5.79, 0.02, 2.04, 0.01, 84.20, 0.14, 2.84, 0.48, 0.94, 37.03, 0.035, 0.07, 0
5, 11, 400, 48.20, 0.09, 93.95, 0.04, 3.15, 0.13, 1.00, 0.04, 18.34, 1.92, 3.14, 0.52, 0.95, 9.93, 0.002, 1.31, 6
6, 1, 115, 109.83, 0.01, 10.31, 0.05, 6.77, 0.07, 1.89, 0.01, 87.66, 0.15, 3.58, 0.56, 0.96, 40.12, 0.040, 0.06, 0
6, 2, 153, 45.04, 0.01, 26.84, 0.02, 7.06, 0.03, 2.23, 0.01, 86.68, 0.12, 3.17, 0.52, 0.95, 49.47, 0.042, 0.06, 0
6, 3, 180, 78.68, 0.04, 52.06, 0.12, 5.78, 0.13, 2.11, 0.06, 82.52, 1.59, 2.74, 0.47, 0.93, 38.27, 0.029, 0.59, 6
6, 4, 135, 68.90, 0.01, 57.28, 0.04, 7.11, 0.06, 1.97, 0.01, 88.33, 0.12, 3.60, 0.57, 0.96, 44.09, 0.038, 0.06, 0
6, 5, 160, 115.16, 0.01, 63.92, 0.03, 7.06, 0.05, 2.23, 0.01, 85.73, 0.16, 3.17, 0.52, 0.95, 49.37, 0.038, 0.08, 0
6, 6, 161, 106.75, 0.02, 65.72, 0.08, 6.54, 0.11, 2.33, 0.03, 85.39, 0.90, 2.81, 0.47, 0.93, 47.87, 0.031, 0.29, 3
6, 7, 400, 23.28, 0.10, 68.91, 0.05, 3.17, 0.15, 1.00, 0.04, 17.72, 1.87, 3.18, 0.52, 0.95, 9.91, 0.002, 1.30, 6
7, 1, 235, 18.72, 0.04, 10.62, 0.15, 7.13, 0.17, 2.03, 0.06, 79.73, 0.94, 3.52, 0.56, 0.96, 45.38, 0.026, 0.64, 6
7, 2, 164, 9.81, 0.02, 12.70, 0.06, 6.10, 0.08, 2.01, 0.02, 84.64, 0.63, 3.04, 0.51, 0.94, 38.45, 0.035, 0.28, 3
7, 3, 153, 66.31, 0.01, 19.38, 0.02, 7.01, 0.03, 2.20, 0.01, 85.06, 0.10, 3.18, 0.52, 0.95, 48.46, 0.048, 0.06, 0
7, 4, 135, 57.01, 0.01, 31.19, 0.03, 6.90, 0.05, 2.34, 0.01, 87.90, 0.14, 2.95, 0.49, 0.94, 50.79, 0.038, 0.07, 0
7, 5, 114, 15.84, 0.01, 50.42, 0.01, 4.61, 0.02, 2.51, 0.01, 83.69, 0.24, 1.84, 0.30, 0.84, 36.27, 0.042, 0.05, 0
7, 6, 141, 75.22, 0.01, 59.10, 0.03, 6.38, 0.04, 1.88, 0.01, 85.46, 0.13, 3.39, 0.54, 0.96, 37.68, 0.043, 0.07, 0
