Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 157, 32.34, 0.22, 11.86, 0.40, 7.55, 0.39, 4.78, 0.19, 46.63, 6.19, 1.58, 0.22, 0.77, 113.42, 0.040, 1.05, 3
0, 2, 170, 69.50, 0.01, 14.16, 0.02, 6.79, 0.03, 2.69, 0.01, 83.36, 0.19, 2.52, 0.43, 0.92, 57.33, 0.027, 0.10, 6
0, 3, 250, 94.89, 0.07, 18.42, 0.19, 8.95, 0.15, 3.98, 0.09, 91.18, 1.71, 2.25, 0.38, 0.90, 112.05, 0.046, 0.89, 3
0, 4, 171, 54.71, 0.04, 18.39, 0.07, 6.53, 0.10, 3.10, 0.05, 91.39, 0.69, 2.11, 0.36, 0.88, 63.61, 0.048, 0.36, 3
0, 5, 166, 41.57, 0.01, 30.90, 0.02, 6.59, 0.03, 2.92, 0.01, 86.70, 0.21, 2.26, 0.39, 0.90, 60.44, 0.035, 0.10, 0
0, 6, 155, 17.10, 0.01, 30.39, 0.02, 5.66, 0.03, 3.30, 0.02, 88.76, 0.36, 1.72, 0.26, 0.81, 58.61, 0.047, 0.11, 0
0, 7, 113, 58.09, 0.20, 39.70, 0.23, 4.94, 0.25, 3.10, 0.20, 20.61, 6.08, 1.59, 0.23, 0.78, 48.11, 0.028, 0.71, 6
0, 8, 273, 115.56, 0.02, 51.91, 0.14, 13.42, 0.16, 2.64, 0.03, 87.24, 0.21, 5.07, 0.67, 0.98, 111.49, 0.041, 5.27, 3
0, 9, 166, 83.92, 0.01, 49.93, 0.02, 6.54, 0.03, 2.91, 0.01, 85.52, 0.20, 2.25, 0.38, 0.90, 59.82, 0.042, 0.10, 0
0, 10, 173, 105.48, 0.01, 50.75, 0.03, 6.98, 0.04, 2.78, 0.01, 83.30, 0.29, 2.51, 0.43, 0.92, 60.95, 0.029, 0.12, 6
0, 11, 158, 92.42, 0.01, 53.52, 0.02, 6.99, 0.03, 2.37, 0.01, 86.70, 0.11, 2.95, 0.49, 0.94, 52.06, 0.045, 0.06, 0
0, 12, 162, 64.76, 0.01, 58.39, 0.02, 6.80, 0.03, 2.66, 0.01, 88.23, 0.14, 2.56, 0.44, 0.92, 56.79, 0.043, 0.08, 0
0, 13, 178, 36.64, 0.01, 59.73, 0.03, 7.95, 0.04, 2.77, 0.01, 84.72, 0.15, 2.87, 0.48, 0.94, 69.19, 0.036, 0.11, 0
0, 14, 160, 51.76, 0.01, 61.80, 0.02, 7.08, 0.04, 2.38, 0.01, 87.06, 0.13, 2.98, 0.50, 0.94, 52.87, 0.041, 0.08, 0
0, 15, 178, 44.02, 0.01, 66.90, 0.03, 7.34, 0.03, 2.73, 0.01, 84.02, 0.18, 2.69, 0.46, 0.93, 62.90, 0.037, 0.10, 0
0, 16, 162, 81.22, 0.01, 74.42, 0.03, 6.80, 0.04, 2.25, 0.01, 83.04, 0.17, 3.03, 0.50, 0.94, 48.06, 0.032, 0.10, 0
0, 17, 201, 88.87, 0.03, 88.85, 0.06, 8.85, 0.06, 3.35, 0.03, 98.30, 0.38, 2.64, 0.45, 0.93, 93.22, 0.044, 0.26, 3
0, 18, 195, 22.54, 0.06, 90.52, 0.09, 7.61, 0.11, 4.14, 0.08, 92.58, 0.86, 1.84, 0.29, 0.84, 98.94, 0.041, 0.52, 3
0, 19, 163, 50.38, 0.01, 95.79, 0.02, 6.77, 0.03, 2.61, 0.01, 84.59, 0.18, 2.59, 0.44, 0.92, 55.56, 0.034, 0.09, 0
0, 20, 169, 72.74, 0.02, 102.74, 0.03, 6.61, 0.04, 2.91, 0.02, 85.57, 0.29, 2.27, 0.39, 0.90, 60.52, 0.037, 0.14, 0
1, 1, 181, 68.22, 0.01, 10.06, 0.02, 7.49, 0.03, 2.79, 0.01, 87.73, 0.13, 2.68, 0.46, 0.93, 65.76, 0.039, 0.08, 0
1, 2, 138, 107.88, 0.01, 9.86, 0.03, 6.66, 0.03, 2.46, 0.01, 87.83, 0.17, 2.71, 0.46, 0.93, 51.47, 0.037, 0.07, 0
1, 3, 169, 49.85, 0.01, 12.48, 0.02, 7.35, 0.02, 2.89, 0.01, 87.73, 0.14, 2.55, 0.44, 0.92, 66.66, 0.039, 0.08, 0
1, 4, 166, 40.77, 0.01, 18.41, 0.02, 6.45, 0.02, 2.92, 0.01, 91.30, 0.18, 2.21, 0.38, 0.89, 59.06, 0.041, 0.08, 0
1, 5, 286, 17.97, 0.09, 26.76, 0.17, 9.18, 0.26, 4.66, 0.08, 80.76, 1.82, 1.97, 0.33, 0.86, 134.47, 0.039, 11.47, 3
1, 6, 161, 85.21, 0.01, 25.12, 0.02, 6.43, 0.03, 2.67, 0.01, 89.87, 0.15, 2.41, 0.41, 0.91, 53.83, 0.043, 0.08, 0
1, 7, 180, 31.19, 0.01, 35.32, 0.02, 7.60, 0.03, 3.23, 0.01, 86.96, 0.13, 2.35, 0.40, 0.91, 77.02, 0.048, 0.07, 4
1, 8, 160, 11.64, 0.04, 35.77, 0.12, 7.61, 0.14, 2.56, 0.03, 79.71, 0.72, 2.98, 0.50, 0.94, 61.22, 0.042, 0.29, 3
1, 9, 167, 54.55, 0.01, 41.44, 0.02, 7.09, 0.03, 2.70, 0.01, 87.29, 0.14, 2.63, 0.45, 0.92, 60.05, 0.041, 0.08, 0
1, 10, 318, 100.93, 0.04, 50.56, 0.33, 16.65, 0.55, 2.50, 0.04, 82.67, 0.25, 6.67, 0.74, 0.99, 130.59, 0.038, 2.71, 3
1, 11, 183, 43.42, 0.02, 50.48, 0.05, 6.98, 0.09, 4.61, 0.03, 84.95, 0.72, 1.51, 0.20, 0.75, 101.11, 0.036, 0.29, 3
1, 12, 170, 77.24, 0.01, 59.31, 0.02, 7.08, 0.02, 2.87, 0.01, 85.97, 0.14, 2.46, 0.42, 0.91, 63.90, 0.032, 0.08, 0
1, 13, 150, 13.70, 0.01, 61.37, 0.01, 5.68, 0.02, 2.90, 0.01, 88.48, 0.18, 1.96, 0.32, 0.86, 51.70, 0.045, 0.06, 0
1, 14, 97, 113.21, 0.02, 66.46, 0.02, 3.91, 0.02, 3.25, 0.02, 45.32, 75.66, 1.20, 0.09, 0.56, 39.90, 0.051, 0.31, 3
1, 15, 160, 36.15, 0.01, 92.29, 0.02, 6.26, 0.02, 2.85, 0.01, 85.42, 0.17, 2.20, 0.37, 0.89, 55.99, 0.034, 0.07, 0
1, 16, 400, 10.91, 0.10, 94.58, 0.04, 3.43, 0.15, 0.90, 0.04, 14.34, 1.41, 3.80, 0.58, 0.96, 9.71, 0.002, 1.20, 6
2, 1, 400, 4.38, 0.10, 3.86, 0.03, 3.67, 0.15, 0.85, 0.04, 12.13, 1.22, 4.34, 0.63, 0.97, 9.75, 0.002, 1.15, 6
2, 2, 196, 117.20, 0.03, 11.25, 0.12, 7.24, 0.12, 2.41, 0.06, 82.81, 1.08, 3.01, 0.50, 0.94, 54.75, 0.028, 0.47, 6
2, 3, 278, 81.21, 0.04, 18.38, 0.16, 10.86, 0.21, 3.46, 0.05, 95.20, 0.78, 3.14, 0.52, 0.95, 118.03, 0.045, 9.50, 3
2, 4, 172, 70.30, 0.03, 23.02, 0.16, 6.67, 0.20, 4.28, 0.04, 95.93, 1.46, 1.56, 0.22, 0.77, 89.71, 0.052, 0.40, 3
2, 5, 163, 101.28, 0.01, 47.20, 0.03, 7.58, 0.05, 2.79, 0.01, 89.41, 0.16, 2.72, 0.46, 0.93, 66.35, 0.045, 0.11, 0
2, 6, 163, 37.88, 0.01, 48.11, 0.02, 6.59, 0.03, 2.57, 0.01, 86.64, 0.14, 2.57, 0.44, 0.92, 53.16, 0.039, 0.08, 0
2, 7, 223, 28.86, 0.09, 55.10, 0.42, 10.23, 0.37, 3.07, 0.08, 83.25, 1.42, 3.33, 0.54, 0.95, 98.76, 0.044, 0.87, 3
2, 8, 172, 20.47, 0.01, 57.39, 0.03, 7.45, 0.05, 2.69, 0.01, 86.83, 0.14, 2.77, 0.47, 0.93, 62.93, 0.042, 0.09, 0
2, 9, 178, 34.22, 0.03, 63.58, 0.09, 6.68, 0.16, 2.89, 0.05, 86.35, 0.65, 2.31, 0.40, 0.90, 60.68, 0.040, 0.37, 3
2, 10, 167, 12.82, 0.01, 74.08, 0.02, 7.45, 0.03, 2.54, 0.01, 84.95, 0.11, 2.94, 0.49, 0.94, 59.35, 0.040, 0.07, 0
