Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 130, 44.34, 0.01, 9.54, 0.02, 5.34, 0.02, 3.09, 0.01, 87.42, 0.30, 1.73, 0.27, 0.82, 51.84, 0.041, 0.07, 0
0, 2, 160, 89.37, 0.01, 10.75, 0.02, 6.11, 0.03, 3.24, 0.01, 86.63, 0.25, 1.89, 0.31, 0.85, 62.25, 0.040, 0.10, 0
0, 3, 152, 37.25, 0.01, 15.29, 0.02, 5.93, 0.03, 2.82, 0.01, 85.73, 0.24, 2.11, 0.36, 0.88, 52.48, 0.037, 0.10, 0
0, 4, 176, 11.69, 0.04, 18.44, 0.09, 6.43, 0.13, 3.07, 0.05, 80.13, 1.06, 2.10, 0.35, 0.88, 61.91, 0.038, 0.43, 3
0, 5, 161, 106.11, 0.01, 19.56, 0.02, 6.35, 0.02, 2.73, 0.01, 89.97, 0.15, 2.33, 0.40, 0.90, 54.42, 0.045, 0.08, 0
0, 6, 164, 30.23, 0.01, 30.72, 0.03, 6.78, 0.04, 3.24, 0.01, 94.39, 0.20, 2.09, 0.35, 0.88, 69.04, 0.045, 0.10, 0
0, 7, 186, 111.72, 0.02, 35.31, 0.04, 6.56, 0.05, 3.92, 0.02, 75.30, 0.84, 1.67, 0.25, 0.80, 80.79, 0.038, 0.25, 3
0, 8, 123, 60.43, 0.01, 39.59, 0.02, 5.25, 0.03, 2.62, 0.01, 85.93, 0.26, 2.01, 0.33, 0.87, 43.10, 0.041, 0.08, 0
0, 9, 167, 8.40, 0.01, 42.47, 0.03, 7.10, 0.05, 2.79, 0.01, 88.91, 0.17, 2.54, 0.44, 0.92, 62.30, 0.047, 0.11, 0
0, 10, 141, 43.46, 0.01, 42.37, 0.02, 5.92, 0.02, 2.38, 0.01, 86.16, 0.15, 2.49, 0.43, 0.92, 44.24, 0.043, 0.06, 0
0, 11, 283, 86.08, 0.09, 51.18, 0.19, 7.29, 0.23, 4.46, 0.12, 81.78, 3.39, 1.63, 0.24, 0.79, 102.20, 0.038, 14.34, 3
0, 12, 151, 103.49, 0.01, 66.48, 0.02, 6.17, 0.03, 2.75, 0.01, 91.09, 0.20, 2.24, 0.38, 0.90, 53.30, 0.049, 0.09, 0
0, 13, 144, 75.39, 0.01, 67.10, 0.02, 6.19, 0.03, 2.50, 0.01, 87.11, 0.16, 2.48, 0.42, 0.91, 48.58, 0.035, 0.07, 0
0, 14, 168, 112.61, 0.01, 75.01, 0.02, 7.04, 0.03, 2.77, 0.01, 88.12, 0.13, 2.54, 0.43, 0.92, 61.33, 0.045, 0.08, 0
0, 15, 400, 49.36, 0.11, 69.48, 0.03, 3.66, 0.15, 0.85, 0.04, 12.20, 1.12, 4.32, 0.62, 0.97, 9.73, 0.002, 1.15, 6
0, 16, 152, 79.64, 0.01, 82.30, 0.02, 5.95, 0.02, 2.75, 0.01, 87.03, 0.20, 2.16, 0.37, 0.89, 51.40, 0.038, 0.08, 0
