Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 296, 40.71, 0.15, 15.25, 0.17, 6.46, 0.39, 4.06, 0.13, 40.99, 5.73, 1.59, 0.23, 0.78, 82.34, 0.031, 11.82, 6
0, 2, 133, 90.00, 0.01, 17.22, 0.03, 5.88, 0.04, 2.12, 0.01, 84.52, 0.20, 2.77, 0.47, 0.93, 39.23, 0.036, 0.08, 0
0, 3, 137, 70.32, 0.01, 19.91, 0.01, 4.30, 0.02, 3.52, 0.01, 69.00, 0.82, 1.22, 0.10, 0.57, 47.50, 0.026, 0.08, 6
0, 4, 137, 111.32, 0.02, 20.31, 0.02, 4.16, 0.02, 3.38, 0.02, 146.31, 1.19, 1.23, 0.10, 0.58, 44.22, 0.025, 0.10, 6
0, 5, 134, 34.77, 0.01, 27.08, 0.01, 4.57, 0.02, 3.03, 0.01, 97.74, 0.36, 1.51, 0.20, 0.75, 43.45, 0.040, 0.07, 0
0, 6, 144, 56.27, 0.03, 32.83, 0.07, 5.73, 0.09, 2.90, 0.03, 83.49, 0.70, 1.98, 0.33, 0.86, 52.21, 0.045, 0.27, 3
0, 7, 141, 93.67, 0.01, 35.70, 0.02, 5.49, 0.03, 2.46, 0.01, 106.56, 0.26, 2.24, 0.38, 0.89, 42.32, 0.032, 0.09, 6
0, 8, 137, 28.47, 0.01, 37.83, 0.01, 4.74, 0.02, 3.33, 0.01, 76.84, 0.44, 1.42, 0.17, 0.71, 49.59, 0.035, 0.08, 6
0, 9, 137, 74.78, 0.01, 38.90, 0.01, 4.44, 0.02, 3.37, 0.01, 111.38, 0.58, 1.32, 0.14, 0.65, 47.08, 0.028, 0.07, 6
0, 10, 400, 18.53, 0.11, 37.19, 0.03, 3.68, 0.16, 0.85, 0.04, 12.08, 1.18, 4.36, 0.63, 0.97, 9.77, 0.001, 1.15, 6
0, 11, 145, 29.99, 0.01, 58.23, 0.02, 6.29, 0.03, 2.46, 0.01, 92.98, 0.16, 2.56, 0.44, 0.92, 48.48, 0.036, 0.07, 0
0, 12, 185, 82.01, 0.09, 61.49, 0.10, 6.40, 0.13, 4.19, 0.09, 47.48, 1.91, 1.53, 0.21, 0.76, 84.24, 0.038, 0.63, 3
0, 13, 348, 111.24, 0.09, 71.06, 0.47, 18.76, 0.98, 2.26, 0.05, 79.38, 0.25, 8.30, 0.78, 0.99, 133.30, 0.038, 2.19, 3
0, 14, 79, 79.72, 5.47, 60.00, 60.11, 18.96, 58.44, 2.64, 1.02, 87.59, 17.22, 7.17, 0.76, 0.99, 157.49, 0.037, 0.66, 3
0, 15, 148, 65.60, 0.01, 70.25, 0.02, 5.98, 0.03, 2.65, 0.01, 98.43, 0.19, 2.25, 0.38, 0.90, 49.83, 0.040, 0.07, 0
0, 16, 133, 78.69, 0.02, 74.13, 0.06, 5.14, 0.09, 2.70, 0.02, 84.15, 0.91, 1.91, 0.31, 0.85, 43.56, 0.034, 0.17, 6
0, 17, 118, 114.85, 0.01, 96.02, 0.01, 4.70, 0.02, 3.23, 0.02, 78.16, 0.51, 1.46, 0.19, 0.73, 47.74, 0.034, 0.07, 6
0, 18, 196, 95.17, 0.06, 100.62, 0.08, 6.56, 0.13, 3.81, 0.06, 100.59, 1.60, 1.72, 0.27, 0.81, 78.56, 0.030, 0.55, 6
0, 19, 161, 22.54, 0.01, 106.48, 0.02, 6.95, 0.03, 2.55, 0.01, 77.06, 0.12, 2.73, 0.46, 0.93, 55.63, 0.035, 0.07, 6
1, 1, 164, 98.66, 0.01, 10.67, 0.02, 7.12, 0.03, 3.24, 0.01, 93.16, 0.15, 2.20, 0.37, 0.89, 72.58, 0.037, 0.08, 0
1, 2, 149, 57.49, 0.03, 18.88, 0.06, 6.34, 0.07, 2.64, 0.03, 87.42, 0.52, 2.40, 0.41, 0.91, 52.55, 0.040, 0.25, 3
