Picture, Cell, Edge pxls, X0 um, X0 se, Y0 um, Y0 se, A um, A se, B um, B se, Phi deg, Phi se, A/B, EI, ECC, Area um2, Focus, Eof um, Error code
0, 1, 178, 32.41, 0.01, 17.54, 0.04, 7.06, 0.04, 2.94, 0.02, 78.30, 0.27, 2.40, 0.41, 0.91, 65.10, 0.044, 0.14, 0
0, 2, 130, 47.79, 0.01, 20.28, 0.02, 5.80, 0.03, 1.89, 0.01, 82.55, 0.14, 3.07, 0.51, 0.95, 34.39, 0.037, 0.06, 0
0, 3, 137, 15.17, 0.01, 21.70, 0.02, 6.10, 0.03, 2.47, 0.01, 86.41, 0.16, 2.47, 0.42, 0.91, 47.27, 0.034, 0.07, 0
0, 4, 98, 13.81, 0.01, 37.35, 0.01, 3.31, 0.02, 2.87, 0.01, 84.17, 1.55, 1.16, 0.07, 0.50, 29.83, 0.037, 0.06, 0
0, 5, 231, 98.69, 0.11, 42.67, 0.17, 7.64, 0.16, 4.76, 0.14, 36.49, 2.69, 1.60, 0.23, 0.78, 114.38, 0.042, 0.99, 3
0, 6, 183, 72.07, 0.01, 50.11, 0.05, 7.82, 0.07, 3.06, 0.01, 82.43, 0.25, 2.56, 0.44, 0.92, 75.15, 0.044, 0.15, 4
0, 7, 400, 15.00, 0.12, 46.72, 0.04, 3.96, 0.19, 0.82, 0.04, 10.58, 1.17, 4.84, 0.66, 0.98, 10.19, 0.002, 1.17, 6
0, 8, 144, 42.92, 0.01, 55.36, 0.02, 6.57, 0.03, 2.25, 0.01, 84.33, 0.14, 2.92, 0.49, 0.94, 46.42, 0.038, 0.06, 0
0, 9, 154, 91.56, 0.01, 75.59, 0.02, 6.87, 0.03, 2.46, 0.01, 89.14, 0.12, 2.79, 0.47, 0.93, 53.13, 0.042, 0.06, 0
0, 10, 145, 28.79, 0.01, 77.79, 0.02, 6.53, 0.03, 2.28, 0.01, 82.91, 0.14, 2.87, 0.48, 0.94, 46.70, 0.030, 0.06, 0
0, 11, 231, 49.86, 0.18, 84.77, 0.34, 9.27, 0.39, 3.25, 0.09, 67.56, 1.50, 2.85, 0.48, 0.94, 94.81, 0.028, 1.02, 6
0, 12, 138, 66.14, 0.01, 82.26, 0.02, 6.37, 0.03, 1.90, 0.01, 83.14, 0.12, 3.35, 0.54, 0.95, 38.09, 0.032, 0.06, 0
0, 13, 400, 6.82, 0.09, 80.16, 0.04, 3.18, 0.14, 0.99, 0.04, 17.73, 1.89, 3.20, 0.52, 0.95, 9.93, 0.002, 1.30, 6
0, 14, 177, 53.86, 0.01, 93.85, 0.06, 7.01, 0.11, 2.43, 0.03, 86.16, 0.37, 2.88, 0.48, 0.94, 53.57, 0.029, 0.22, 6
0, 15, 128, 94.03, 0.01, 100.05, 0.03, 6.28, 0.04, 1.84, 0.01, 87.07, 0.13, 3.42, 0.55, 0.96, 36.28, 0.039, 0.06, 0
0, 16, 112, 82.34, 0.01, 99.80, 0.02, 4.12, 0.03, 2.32, 0.01, 78.37, 0.46, 1.77, 0.28, 0.83, 30.05, 0.030, 0.08, 6
0, 17, 143, 118.24, 0.01, 106.43, 0.02, 6.19, 0.03, 2.70, 0.01, 89.07, 0.17, 2.29, 0.39, 0.90, 52.55, 0.031, 0.07, 0
1, 1, 149, 49.53, 0.01, 8.98, 0.02, 6.46, 0.03, 2.28, 0.01, 84.29, 0.15, 2.83, 0.48, 0.94, 46.32, 0.040, 0.07, 0
1, 2, 157, 72.70, 0.04, 13.99, 0.16, 7.62, 0.23, 2.40, 0.03, 82.21, 1.09, 3.18, 0.52, 0.95, 57.47, 0.043, 0.41, 3
1, 3, 136, 28.75, 0.01, 14.21, 0.02, 6.08, 0.03, 2.23, 0.01, 86.27, 0.14, 2.72, 0.46, 0.93, 42.59, 0.039, 0.07, 0
1, 4, 130, 8.59, 0.01, 21.24, 0.02, 6.01, 0.03, 2.12, 0.01, 83.89, 0.15, 2.84, 0.48, 0.94, 40.02, 0.037, 0.07, 0
1, 5, 140, 14.43, 0.01, 21.54, 0.03, 6.31, 0.04, 2.09, 0.01, 83.92, 0.16, 3.01, 0.50, 0.94, 41.52, 0.036, 0.08, 0
1, 6, 185, 60.97, 0.01, 25.11, 0.05, 7.41, 0.06, 2.90, 0.02, 93.86, 0.27, 2.56, 0.44, 0.92, 67.45, 0.038, 0.18, 0
1, 7, 152, 70.11, 0.01, 29.20, 0.02, 6.93, 0.03, 2.36, 0.01, 84.37, 0.13, 2.93, 0.49, 0.94, 51.46, 0.043, 0.07, 0
1, 8, 136, 51.90, 0.01, 44.36, 0.02, 6.26, 0.03, 2.44, 0.01, 87.54, 0.15, 2.56, 0.44, 0.92, 48.01, 0.043, 0.06, 0
1, 9, 141, 60.18, 0.01, 48.72, 0.02, 5.90, 0.02, 2.65, 0.01, 81.95, 0.18, 2.22, 0.38, 0.89, 49.21, 0.031, 0.07, 0
1, 10, 219, 112.62, 0.13, 53.67, 0.32, 9.98, 0.60, 3.14, 0.08, 72.95, 1.18, 3.18, 0.52, 0.95, 98.35, 0.043, 0.97, 3
1, 11, 138, 96.42, 0.01, 50.48, 0.02, 6.31, 0.03, 2.04, 0.01, 85.19, 0.15, 3.09, 0.51, 0.95, 40.46, 0.042, 0.06, 0
1, 12, 152, 85.72, 0.01, 52.04, 0.02, 6.61, 0.03, 2.37, 0.01, 86.13, 0.15, 2.79, 0.47, 0.93, 49.20, 0.042, 0.07, 0
1, 13, 148, 21.88, 0.01, 56.87, 0.02, 6.70, 0.03, 2.24, 0.01, 86.55, 0.14, 3.00, 0.50, 0.94, 47.09, 0.032, 0.07, 0
1, 14, 400, 4.04, 0.09, 51.65, 0.04, 3.13, 0.14, 1.01, 0.04, 18.61, 1.89, 3.10, 0.51, 0.95, 9.89, 0.003, 1.31, 6
1, 15, 148, 74.32, 0.01, 58.95, 0.02, 6.57, 0.03, 2.19, 0.01, 86.57, 0.13, 3.00, 0.50, 0.94, 45.30, 0.038, 0.07, 0
1, 16, 133, 109.49, 0.03, 61.52, 0.10, 7.29, 0.12, 2.23, 0.02, 83.44, 0.40, 3.27, 0.53, 0.95, 51.06, 0.047, 0.12, 0
1, 17, 269, 93.57, 0.10, 66.51, 0.11, 8.21, 0.19, 4.20, 0.10, 53.61, 1.44, 1.96, 0.32, 0.86, 108.28, 0.038, 19.27, 3
1, 18, 140, 31.69, 0.01, 63.95, 0.04, 5.76, 0.05, 2.73, 0.01, 82.06, 0.36, 2.11, 0.36, 0.88, 49.46, 0.028, 0.12, 6
1, 19, 135, 9.16, 0.01, 64.86, 0.02, 6.14, 0.03, 2.31, 0.01, 84.66, 0.16, 2.65, 0.45, 0.93, 44.54, 0.028, 0.06, 6
1, 20, 148, 23.12, 0.01, 71.80, 0.02, 6.50, 0.03, 2.47, 0.01, 85.49, 0.15, 2.63, 0.45, 0.92, 50.48, 0.030, 0.06, 0
2, 1, 149, 14.26, 0.01, 7.63, 0.02, 6.12, 0.02, 2.25, 0.01, 84.86, 0.16, 2.72, 0.46, 0.93, 43.30, 0.036, 0.08, 0
2, 2, 154, 105.10, 0.01, 8.30, 0.02, 6.84, 0.02, 2.12, 0.01, 83.20, 0.11, 3.23, 0.53, 0.95, 45.58, 0.041, 0.06, 0
2, 3, 164, 24.97, 0.01, 20.49, 0.02, 7.05, 0.02, 2.24, 0.01, 83.70, 0.11, 3.15, 0.52, 0.95, 49.52, 0.035, 0.06, 0
2, 4, 137, 60.26, 0.01, 21.45, 0.02, 6.22, 0.03, 2.06, 0.01, 88.61, 0.13, 3.01, 0.50, 0.94, 40.28, 0.041, 0.06, 0
2, 5, 198, 85.08, 0.01, 33.17, 0.04, 9.45, 0.06, 2.36, 0.01, 81.77, 0.11, 4.01, 0.60, 0.97, 69.97, 0.046, 0.10, 0
2, 6, 153, 46.05, 0.01, 32.65, 0.02, 6.26, 0.02, 2.42, 0.01, 89.33, 0.14, 2.58, 0.44, 0.92, 47.63, 0.042, 0.07, 0
2, 7, 164, 107.26, 0.01, 38.70, 0.03, 7.18, 0.04, 2.45, 0.01, 86.46, 0.16, 2.94, 0.49, 0.94, 55.22, 0.047, 0.09, 0
2, 8, 223, 35.30, 0.08, 39.68, 0.12, 9.32, 0.26, 3.07, 0.07, 60.33, 0.66, 3.03, 0.50, 0.94, 89.99, 0.038, 0.60, 3
2, 9, 141, 99.96, 0.01, 44.71, 0.02, 6.14, 0.03, 2.23, 0.01, 87.67, 0.15, 2.76, 0.47, 0.93, 42.99, 0.049, 0.08, 0
2, 10, 140, 13.35, 0.01, 45.06, 0.02, 6.24, 0.03, 2.27, 0.01, 86.97, 0.15, 2.75, 0.47, 0.93, 44.51, 0.036, 0.06, 0
2, 11, 164, 116.46, 0.01, 57.77, 0.02, 7.39, 0.03, 2.45, 0.01, 88.01, 0.13, 3.01, 0.50, 0.94, 56.95, 0.042, 0.08, 0
2, 12, 151, 22.78, 0.01, 59.97, 0.02, 6.94, 0.03, 2.20, 0.01, 84.30, 0.11, 3.16, 0.52, 0.95, 47.88, 0.031, 0.06, 0
